-3.9062	-4.6112	-3.5585	-4.5964	-2.5326	-5.2826	-5.9914	-6.3169	-6.3352	-4.9504	-5.6484	-4.6316	-4.9544	-3.2509	-3.9274	-4.6132	-5.3249	-5.3108	-4.2692	-4.6166	-3.9303	-2.8998	-5.3021	-3.915	-2.8958	-4.2651	-3.9186	-4.9453	-5.9635	-5.643	-5.6392	-4.2573	-3.9068	-4.2758	-4.9447	-4.951	-5.9777	-6.3067	-3.2301	-3.9202	-3.9177	-5.6385	-5.6457	-4.9474	-0.14348	-4.2596	-3.9205	-5.9765	-5.6438	-5.2861	-4.6134	-4.9394	-4.6131	-5.2895	-4.9358	-5.2859	-3.2114	-0.8043	-3.9053	-4.259	-3.9091	-2.1846	-4.5954	-3.226	-5.3115	-3.5648	-5.2818	-5.6218	-4.9388	-4.9462	-3.2255	-4.272	-6.3195	-5.9867	-6.6763	-5.9787	-5.9786	-5.6211	-5.6248	-3.2138	-4.9271	-5.9824	-5.6247	-4.5981	-2.1909	-2.1908	-5.303	-2.8883	-3.5563	-3.5894	-4.2907	-3.2541	0.54177	-1.5146	-3.9328	-3.585	-2.8637	-3.5501	-4.9429	-2.521	-5.9536	-5.9599	-6.9909	-6.999	-7.3505	-2.5102	-5.5929	-5.615	-6.6676	-1.4759	2.3082	-3.9112	-1.8333	-2.1696	-0.78915	-1.1281	-4.2177	-1.8032	-1.1343	-5.9348	-6.2961	-1.8106	-5.2653	-4.8978	-4.2287	-6.615	-4.5614	-4.2211	-4.9198	-1.8215	-1.4825	-2.5017
-3.402	-4.0812	-4.7786	-4.0809	-5.8124	-4.0806	-0.65016	-1.6803	-3.0828	-4.7883	-3.7619	-4.4707	-4.4634	-4.7884	-5.1397	-4.7883	-3.7693	-4.0943	-3.0825	-4.1015	-3.4112	-2.0372	-3.754	-5.1242	-5.1391	-3.7649	-5.1354	-4.4586	-5.1127	-3.7572	-4.7873	-2.3766	-0.99165	-2.3646	-4.7975	-5.4731	-5.1225	-4.0849	-3.058	-5.115	-3.0618	-3.3944	-3.058	-5.1211	-1.3524	-3.7519	-4.442	-6.1665	-2.3824	-2.0348	-5.1298	-3.7441	-5.1145	-3.7502	-5.1143	-5.1181	-5.4721	-3.3825	-5.118	-5.1207	-3.3937	-4.7766	-5.467	-5.8074	-2.3775	-1.6871	-5.4735	-2.7173	-5.8221	-5.139	-2.0407	-1.3505	-6.1721	-5.4696	-5.7959	-5.4707	-7.5395	-6.823	-6.8265	-4.1015	-6.8377	-4.7767	-5.8098	-6.4978	-3.3999	-1.6942	-0.66772	-2.7208	-4.779	-3.0818	0.026433	1.7429	1.0567	-0.65579	-2.3948	-2.0509	-3.0487	-4.0827	-7.8832	-5.4309	-6.8277	-3.0311	-4.0578	-3.0236	-3.386	-3.031	-4.7552	-1.6469	0.39239	-3.7099	-1.2956	-0.28384	-1.3065	-3.3855	-1.9779	-5.0689	-2.3327	1.0831	-0.62347	-1.3097	-2.6725	-1.2986	-7.1584	-6.8117	-6.4454	-3.3513	-4.064	-4.0394	-0.27696	0.42426	-1.6322	-3.0237
-3.6947	-5.4042	-6.8108	-4.0709	-4.0481	-0.61849	-1.6524	-3.369	-5.1008	-5.4545	-3.7203	-1.6597	-5.1145	-3.7424	-3.4025	-4.0852	-3.3801	-3.7088	-5.4555	-4.0587	-5.1002	-3.0296	-4.4062	-3.3962	-3.0324	-4.0724	-4.3977	-5.0991	-5.0916	-3.7109	-2.3367	-4.7439	-4.4009	-0.61998	-5.4199	-4.7547	-3.6992	-5.7924	-4.742	-3.0201	-4.4043	-4.0605	-5.0869	-5.4308	-2.6761	-3.0161	-4.7469	-3.7061	-3.3698	-0.95925	-5.0904	-5.7656	-5.7693	-5.4222	-5.0784	-6.1013	-5.0846	-5.7611	-4.7382	-5.0856	-4.7418	-4.3952	-5.0819	-4.3915	-4.3988	-4.7451	-6.1121	-4.7377	-3.7008	-5.768	-5.779	-4.0696	-6.4473	-4.0471	-6.1118	-5.4252	-5.4214	-6.4509	-6.1154	-5.7793	-5.7682	-5.0888	-5.4242	-6.112	-6.4622	-4.3872	-3.0323	-1.6655	-2.3556	-3.0318	-2.6918	-1.6577	-2.0014	-2.0011	-3.3852	-1.9972	-3.0008	-4.3836	-4.7311	-5.4152	-6.0907	-8.1698	-4.0224	-4.3624	-3.3656	-2.6642	-1.9727	-2.9892	-4.3833	-0.58111	-1.6039	-4.7307	-3.3241	-0.23086	-1.9584	-0.92455	-4.3652	-0.58437	-1.9508	-2.2859	-2.297	-1.6182	-1.9432	-6.7688	-6.7651	-6.0707	-1.603	-2.6293	-2.9842	-2.9769	-2.3076	-1.9503
-5.6543	-6.6727	-4.6202	-4.6314	-4.9812	-5.669	-5.3175	-2.8956	-2.9104	-2.5701	-3.2543	-3.6118	-2.9211	-3.611	-2.5883	-4.3125	-4.6226	-3.2496	-3.9585	-3.9582	-5.3348	-5.6751	-4.626	-2.2301	-5.3384	-1.5361	-1.5287	-0.84842	-3.245	-6.006	-4.6403	-4.629	-4.64	-0.1541	-4.281	-2.9007	-5.315	-4.2772	-2.5716	-5.3149	-4.9891	-4.6353	-2.2208	-1.538	-4.2838	-5.3253	-4.6274	-5.3065	-5.6617	-4.9662	-5.3138	-4.9736	-6.0041	-6.0002	-4.9625	-5.3061	-4.6272	-5.3172	-4.2795	-3.2429	-6.3515	-6.3401	-6.0037	-4.9621	-2.5588	-1.5183	-4.6116	-4.9731	-6.705	-6.3434	-3.2423	-3.2378	-5.3012	-6.7043	-5.3198	-6.3502	-7.0333	-5.9989	-5.671	-5.3087	-5.6636	-5.6563	-6.3353	-5.999	-5.645	-5.6449	-5.6598	-1.5285	-0.50577	-2.8973	0.88219	-0.85177	-3.9273	-2.5718	-4.3034	-2.9117	-4.6083	-4.2608	-6.0039	-6.0113	-4.6121	-6.6792	-6.6643	-7.012	-4.6193	-2.5476	-0.8122	-2.8652	-6.9932	-4.9506	-4.5864	-5.6241	-0.10767	-0.45882	-3.198	-0.81616	0.23895	-1.1449	-2.5326	-0.12206	-1.5071	-4.2566	-5.6122	-6.3062	-5.5973	-4.9316	-4.5816	-3.895	-3.8837	-1.8268	-0.80385	-1.1441
-4.2995	-4.6273	-2.2278	-4.2995	-3.9591	-5.6725	-5.0006	-3.9665	-3.2689	-4.3101	-4.6604	-6.6912	-3.2852	-0.87704	-1.5635	-2.2509	-3.9627	-5.6906	-4.9704	-1.8918	-1.5517	-4.3136	-3.2845	-5.6951	-3.286	-2.9347	-4.3138	-2.5883	-4.6586	-4.9837	-3.9758	-4.3047	-2.5841	-2.2403	-2.595	-2.2477	-6.0174	-4.6544	-3.6101	-1.2097	-3.6178	-6.0211	-1.8973	-3.9638	-5.6732	-4.9904	-2.2434	-4.9751	-5.3441	-4.9752	-5.3254	-4.6273	-4.6311	-6.0016	-4.6425	-5.3354	-5.3356	-5.328	-6.3585	-3.2649	-4.978	-3.9513	-4.2913	-4.6414	-6.0192	-5.3276	-4.9851	-5.335	-2.5743	-6.7131	-3.9544	-1.544	-1.5589	-4.9884	-7.4035	-7.0559	-3.947	-6.0152	-6.0266	-5.6751	-5.339	-6.3655	-1.8954	-4.3022	-5.6714	-6.3615	-6.0077	-3.9506	-2.9203	-2.9344	-3.972	-2.9305	-3.9606	-2.9302	-4.3004	-3.6214	-4.6273	-3.2469	-3.5982	-4.975	-4.6161	-5.6614	-3.5944	-1.8515	-3.9407	-1.8703	-2.5564	-1.1937	-6.0162	-4.6418	-6.699	-2.9175	-1.8698	-0.48459	-0.83575	-1.5034	-0.81322	0.89953	-3.9251	-0.47685	-1.847	-4.2427	-5.9782	-4.5963	-4.9552	-3.9245	-2.9019	-4.2609	-2.8904	-4.6259	-2.8752	-2.8865
-3.7966	-6.2015	-4.1542	-3.7966	-3.4637	-4.5014	-4.8478	-4.4939	-4.8454	-4.5155	-5.5298	-2.7625	-3.8068	-4.8633	-4.5132	-4.1804	-5.1947	-3.793	-4.4854	-4.5002	-5.8957	-5.8783	-4.839	-6.2357	-3.8135	-4.1573	-3.8073	-2.7794	-3.7919	-5.5363	-5.2047	-5.1861	-2.7827	-4.4993	-0.71582	-0.36839	-4.1416	-3.4694	-4.8521	-2.7854	-1.7552	-6.5729	-5.5249	-5.8648	-5.5385	-3.8303	-2.7814	-4.8341	-5.5131	-3.46	-5.1744	-4.8402	-5.8531	-6.557	-5.5268	-5.1739	-5.174	-6.193	-6.207	-4.8477	-4.8475	-4.8336	-3.7784	-4.1497	-3.1193	-4.4833	-3.4681	-5.5236	-3.7992	-5.873	-5.8879	-4.5074	-5.1977	-4.8362	-5.8667	-4.1786	-5.8806	-5.8554	-2.7683	-6.5784	-5.8668	-5.1791	-2.0757	-4.5001	-3.4698	-6.897	-6.9033	-5.8553	-4.1485	-2.0928	-2.4428	-4.8496	-2.4388	-4.853	-4.8242	-4.4914	-4.465	-5.5191	-2.4157	-5.1552	-4.8265	-5.1553	-3.7748	-1.7105	-5.1513	-3.0795	-5.5052	-2.418	-1.3916	-4.1245	-4.106	-1.3552	0.028735	-1.0051	4.8242	-0.6586	-4.1204	-4.4242	-4.793	-4.4389	-3.7561	-4.7927	-5.1287	-1.3515	-1.7091	2.1029	-1.0188	-2.0488	-0.67587	-0.99724	-3.4111	0.70446
-5.8398	-3.4367	-4.4745	-3.7905	-4.4803	-4.8141	-4.4854	-4.8142	-3.7916	-4.4776	-3.4476	-2.4035	-3.7914	-5.1866	-4.8405	-2.7723	-4.4853	-5.8694	-4.814	-5.8578	-3.4539	-5.5132	-4.4916	-4.4915	-5.1778	-3.7975	-5.5104	-5.533	-2.767	-3.4458	-5.8564	-5.8677	-3.7856	-5.8676	-4.8231	-5.1772	-5.5134	-3.4604	-2.7626	-3.7965	-4.1367	-5.8672	-6.1959	-5.5053	-4.1251	-1.042	-2.7472	-5.4979	-5.4978	-4.8	-2.7608	-4.8241	-3.09	-3.4475	-2.3962	-5.1679	-4.8103	-5.8505	-5.139	-5.5143	-3.4324	-3.4535	-3.0684	-4.8213	-2.3995	-3.0857	-3.0856	-2.7493	-3.4356	-3.7931	-3.7793	-3.7944	-3.0967	-6.1901	-4.1307	-1.7265	-2.3991	-6.2038	-5.8613	-3.0968	-5.515	-3.7908	-4.4697	-4.1309	-3.0999	-3.4574	-6.2044	-6.1893	-5.8378	-5.4812	-5.8313	-6.1778	-5.4811	-4.8082	-4.4504	-5.1543	-5.1348	-6.499	-4.4733	-4.4595	-3.0755	-4.7784	-0.31381	-3.7769	-3.4079	-0.665	-3.4077	-4.7782	0.042751	-2.045	-3.0577	-1.3373	-2.3512	-4.4216	-6.1609	-4.0752	-0.64702	-0.29815	-4.0826	-3.4024	-3.0485	0.051779	1.4046	0.37708	1.4071	2.4413	0.048549	-0.2976	-0.28987	-2.0176	-1.6998	-3.7601
-5.5123	-6.8742	-5.836	-3.4368	-4.8094	-3.4395	-4.4736	-4.831	-3.4433	-4.4695	-4.8198	-3.0955	-5.8427	-2.7528	-3.103	-3.0991	-6.8727	-4.4657	-5.8423	-5.8723	-4.8242	-5.1645	-4.4729	-4.1365	-4.8529	-5.5144	-4.824	-5.1817	-4.8377	-5.1589	-5.849	-3.0983	-5.8564	-5.857	-4.8264	-3.1061	-4.4826	-1.7245	-1.7243	-3.1196	-3.1008	-3.7909	-6.1978	-2.7504	-5.5074	-3.448	-3.7981	-2.7539	-2.0739	-3.1078	-2.4102	0.0041206	-2.0624	-3.0999	-3.4327	-5.5181	-6.5335	-5.4954	-5.1568	-4.809	-3.775	-4.1111	-6.8484	-4.4662	-2.0689	-2.7563	-4.4729	-5.8572	-3.7927	-5.5094	-2.7561	-3.8001	-2.0685	-2.7561	-2.0722	-3.4387	-1.0284	-4.4689	-6.2145	-4.4804	-3.7926	-3.4426	-1.7222	-2.7525	-0.34214	-3.1024	-4.4727	-4.834	-4.834	-6.2106	-5.8565	-2.7595	-4.1321	-5.4797	-5.5123	-4.8181	-5.1492	-3.775	-1.3721	-3.7676	-5.4992	-3.775	-2.7098	-1.3395	-3.0522	-3.041	-6.8333	-2.7083	-0.98181	-2.0469	-1.6757	0.023344	0.71718	0.36336	0.71723	2.4549	2.1011	-3.3806	-4.1073	-1.6717	2.455	0.040959	0.74097	0.38361	1.7675	3.4879	1.7641	0.060422	-2.3497	1.7683	0.35962	-0.98164
-5.054	-2.9988	-3.3562	-5.4168	-6.4746	-6.1066	-5.0978	-3.696	-2.9985	-4.3785	-3.0234	-5.0649	-3.0059	-3.3695	-3.7171	-3.7162	-5.1004	-5.064	-4.4027	-4.7515	-5.7903	-3.3798	-3.0448	-5.1151	-5.1036	-3.3759	-5.0924	-5.7689	-4.0545	-4.7209	-5.7898	-5.0997	-4.4068	-3.3829	-5.0993	-3.379	-5.4356	-3.7114	-1.6623	-2.6898	-2.341	-2.3272	0.75568	-4.7199	-5.7564	-2.3299	-2.0049	-3.7061	-1.9973	-1.2895	-1.9973	-1.6532	-5.4127	-2.6757	-3.3522	-5.0724	-4.3673	-5.0648	-6.7804	-4.3897	-4.396	-5.086	-4.3783	-3.0156	-3.0018	-3.3654	-4.3817	-4.0556	-4.378	-4.0379	-1.9849	-0.95492	-2.3288	-3.699	-4.3953	-4.0417	-1.2949	-2.672	-0.95173	0.078235	-3.3547	-3.3471	-4.0522	-1.2982	-5.0751	-4.0661	-4.3923	-5.0673	-4.3809	-4.3845	-5.7648	-5.0747	-3.3541	-4.7205	-5.7605	-6.4471	-2.3038	-2.6439	-2.9876	-5.3944	-1.2523	-1.9461	-1.96	-2.6499	-4.6928	-5.4019	-1.9572	-1.9597	-4.3526	-4.0162	-1.6059	-2.976	-1.6083	-0.91197	-2.976	-0.56181	-4.6813	-3.3247	-1.927	1.4983	0.10076	-2.6385	4.5961	3.5624	2.8672	1.1438	1.8501	-0.56748	2.523	3.2192	0.80696	2.8758
-2.6453	-3.6846	-5.7373	-4.371	-4.023	-4.028	-4.0167	-5.7622	-4.3706	-3.6763	-4.3705	-5.4029	-5.4083	-2.9937	-4.0239	-5.4078	-4.0149	-7.8189	-5.0829	-2.9934	-5.4213	-5.7592	-4.398	-2.3276	-3.0189	-2.6714	-4.7204	-5.4032	-4.3801	-5.403	-5.0526	-5.0854	-3.7073	-3.7149	-4.0296	-4.376	-5.0561	-3.6858	-1.6329	-2.3229	-4.7309	-3.6893	-3.3317	-2.9952	-4.0254	-4.3753	-0.23716	-4.3789	-1.2785	-1.6108	-3.6775	-4.3711	-5.0538	-4.3766	-2.6565	-4.7091	-6.0909	-4.3764	-4.6953	-2.3062	-2.6524	-4.3689	-4.0262	-1.2758	-1.2758	-2.2996	-5.4115	-2.9973	-3.686	-6.0928	-5.4077	-5.3999	-4.0259	-5.4	-4.7136	-4.3736	-3.6822	-4.7085	-5.0575	-3.3373	-4.0222	-2.2995	-2.6608	-3.3297	-1.967	-2.3108	-4.0235	-5.053	-3.0001	-5.0528	-6.4356	-5.7492	-5.7491	-5.7489	-6.4326	-6.095	-1.5979	-3.6545	-5.0386	-3.647	-2.263	-0.89036	-1.5843	-1.5767	-3.2931	-0.89417	-1.2365	-2.9817	-3.3005	-2.609	0.48366	-2.6241	2.8901	-1.9228	0.49127	-2.259	-4.6769	-1.5651	-0.20259	-0.19879	1.8752	0.47985	3.2514	3.5766	8.3966	6.6958	0.15927	-0.87068	-1.2242	-0.87054	1.8649	3.9325
