-5.1315	-6.8529	-4.7922	-5.5141	-4.4754	-7.2182	-7.5453	-6.8553	-6.5468	-6.8561	-7.575	-7.9203	-8.9257	-6.2045	-0.96956	-1.6386	-0.6085	-0.95234	-1.3026	-0.63003	0.077454	-0.27264	0.081094	-0.324	-7.4918	-7.1727	-5.4481	-7.4957	-7.8386	-7.2028	-6.1387	-7.1708	-7.156	-6.7983	-5.7889	-7.1673	-6.8147	-6.8151	-5.7849	-6.4757	-6.5199	-6.5116	-7.1699	-5.7745	-5.1407	-6.8147	-6.8541	-7.5097	-5.7852	-6.4752	-5.7861
-5.5787	-6.2882	-6.2887	-5.6167	-6.9528	-6.9668	-6.2894	-7.6579	-6.6129	-6.6356	-7.9958	-7.6595	-3.8815	-1.8075	-2.5255	-1.4842	-1.8245	-0.81062	-0.81871	-1.1314	-1.8453	-0.81526	0.23859	1.6188	-3.5533	-3.5658	-5.9531	-6.3194	-7.7017	-7.3304	-8.3727	-6.3237	-5.6333	-7.0081	-8.0329	-6.339	-5.9778	-4.2422	-3.5523	-4.5917	-5.6388	-6.6661	-7.6978	-7.3415	-7.7095	-6.3119	-6.3122	-5.6495	-7.0282	-6.6547	-6.6812
-5.9381	-5.5885	-5.2624	-6.651	-7.3106	-6.9468	-6.2946	-6.6006	-6.6287	-5.9521	-5.915	-7.6328	-5.2627	-2.4746	-0.84461	-1.1986	-1.1989	-1.1853	-0.47161	-0.50923	-0.51306	-0.50942	0.18022	0.8704	-0.49213	-6.025	-6.3613	-6.0037	-7.3744	-8.0863	-7.048	-6.3437	-6.7117	-7.052	-6.7096	-5.6717	-5.6695	-5.337	-2.9228	-3.9535	-6.7113	-7.3786	-6.711	-6.3612	-6.3627	-6.0059	-6.02	-6.7183	-6.3524	-7.043	-6.0214
-5.1092	-6.8156	-6.1405	-5.4532	-6.8179	-7.161	-6.4687	-6.469	-6.4832	-6.1295	-5.7822	-7.5173	-4.0564	-1.3084	-0.96566	-1.2889	-0.96659	-0.27289	-1.3033	-0.27707	1.1067	0.41651	1.1029	1.0991	0.76304	-1.9936	-6.8228	-6.469	-6.8116	-7.8423	-7.152	-7.8875	-6.8431	-6.8194	-6.1528	-5.4627	-4.0814	-4.768	-6.1416	-6.8135	-6.505	-7.1822	-6.8299	-6.1288	-6.8447	-5.4504	-6.1551	-6.1492	-6.8325	-6.1422	-7.5087
-5.1413	-5.4895	-5.136	-3.4183	-6.1696	-6.5203	-5.4902	-5.8236	-7.2047	-3.7588	-6.5189	-5.4887	-0.66774	-1.3619	-2.0785	-0.72477	-1.3989	-0.36272	-1.4155	-1.3995	-0.35949	0.66626	0.67017	0.6703	1.3567	-1.4074	-5.5347	-6.5611	-6.9051	-7.9393	-7.2591	-4.5117	-6.909	-6.5543	-6.5578	-6.9571	-5.5858	-4.5406	-7.2705	-6.5666	-6.5809	-6.5677	-5.8778	-2.791	-3.7964	-4.8374	-6.23	-6.2541	-6.6183	-7.2949	-6.9211
-4.2851	-1.8737	-5.3393	-6.3763	-4.2949	-3.9452	-5.6911	-6.3717	-3.935	-7.422	-6.7304	-3.9474	0.17687	-1.2198	0.11385	-0.57405	-1.6135	-0.57358	-0.57379	-0.92167	-0.23403	0.79602	0.12222	1.8386	1.1525	1.4926	2.4751	-3.3294	-6.0791	-7.106	-5.4327	-2.9758	-6.7657	-7.4562	-6.4634	-5.7832	-2.6639	-5.1024	-6.0827	-6.7686	-6.1212	-5.3878	-7.4567	-6.4166	-5.7368	-7.4565	-5.7965	-4.3849	-6.4773	-5.0793	-6.4554
-5.6286	-5.2966	-7.0178	-6.6619	-3.1782	-3.9178	-5.2988	-6.3232	-5.9859	-6.3207	-5.6295	-1.4987	0.2174	-0.47052	-1.1672	0.21656	0.21253	0.9024	0.90599	-0.47817	0.21198	1.592	1.2421	0.55779	1.5956	1.2456	2.6258	0.89193	-3.9149	-7.0161	-7.3562	-2.2084	-0.81435	-7.3701	-7.0177	-6.3188	-4.6161	-4.604	-6.6726	-5.9851	-5.9853	-5.6319	-5.3084	-5.2964	-6.3271	-5.2971	-6.6723	-5.6343	-6.665	-5.6424	-6.696
-5.3142	-6.6989	-5.6667	-6.3571	-2.8996	-4.2803	-6.0097	-6.0038	-6.0043	-6.3524	-6.6969	-2.2221	1.2217	0.87382	0.24105	0.58323	0.90688	1.2805	1.276	1.2759	2.3061	2.6298	1.6161	2.2899	2.3138	2.6462	2.9801	1.6001	-3.5605	-4.9212	-5.6275	-6.3178	-6.9743	-6.6572	-6.3096	-5.9358	-5.9637	-5.5963	-5.2463	-5.937	-6.9914	-5.9615	-5.5944	-5.9589	-6.9657	-6.3211	-4.5555	-5.596	-5.9364	-4.5836	-5.274
-5.5343	-5.8849	-5.1811	-4.8429	-5.1895	-6.2266	-5.519	-5.5372	-5.5237	-6.9047	-7.9431	-6.8838	0.32671	2.0489	1.3347	1.3345	3.7444	3.748	2.7179	1.6817	1.6741	3.0403	2.0241	1.6741	2.3643	3.0439	2.0139	1.3415	-4.1867	-5.2032	-6.2336	-5.557	-6.6013	-6.2478	-7.2784	-5.5616	-6.6021	-6.9424	-6.5953	-5.9054	-5.9069	-6.2638	-7.6311	-6.2646	-6.6012	-5.5588	-6.2708	-6.6035	-7.2802	-5.216	-5.2338
-6.1986	-5.5442	-5.8632	-5.5373	-6.2002	-6.2007	-5.8508	-5.5251	-5.8516	-6.889	-7.2296	-7.5841	-7.5845	-6.9044	-1.0322	2.034	-1.0288	0.68741	3.7538	3.3999	5.12	3.4137	3.0634	1.6856	3.0897	2.7396	3.7697	1.0196	0.67961	-3.1368	-5.1712	-5.5214	-5.8855	-6.5698	-6.2261	-5.8587	-3.4773	-4.8816	-5.1981	-5.5372	-5.5373	-6.2218	-6.2283	-4.846	-5.1863	-4.8426	-4.1669	-4.8573	-6.952	-7.9449	-5.5481
