115	115	115	115	102	103	102	103	102	115	115	103	103	103	208	222	300	300	300	300	300	300	300	202	102	102	102	102	102	102	105	115	115	115	115	115	115	115	115	115	115	115	115	115	111	115	115	115	115	115	115
115	115	115	102	103	103	102	103	115	102	102	103	203	207	207	300	300	300	300	300	300	300	300	300	202	102	102	115	102	102	115	115	115	115	115	115	115	115	115	115	115	115	115	102	115	115	115	115	115	115	115
115	115	115	102	103	103	103	103	115	115	103	103	203	300	300	300	300	300	300	300	300	300	300	300	202	107	102	102	102	102	115	102	102	115	115	115	115	115	115	115	115	115	102	111	115	115	115	115	115	115	115
115	102	115	103	103	103	102	103	115	115	103	103	203	300	300	300	300	300	300	300	300	300	300	300	300	207	102	102	102	115	115	102	102	115	115	115	115	115	115	115	115	102	102	102	115	115	115	115	115	115	115
115	202	115	103	103	103	103	115	115	115	103	103	300	300	300	300	300	300	300	300	300	300	300	300	300	205	102	102	102	102	102	102	105	115	115	115	115	115	115	115	115	102	107	102	115	115	115	115	115	115	115
203	207	207	103	102	107	103	115	115	115	103	203	300	300	300	300	300	300	300	300	300	300	300	300	300	300	202	102	102	102	102	101	102	102	105	115	115	115	115	115	115	102	102	102	115	115	115	115	115	115	115
107	102	102	103	103	103	102	115	115	115	103	203	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	202	102	102	102	102	105	105	115	115	115	115	115	115	115	102	115	115	115	115	115	115	115	115	115
107	102	115	102	103	103	102	103	102	102	102	202	300	300	300	300	300	300	300	300	300	300	300	300	300	300	300	202	102	115	105	102	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115
102	111	111	102	103	103	103	103	115	102	102	102	203	202	202	300	300	300	300	300	300	300	300	300	300	300	300	212	102	102	102	102	102	102	102	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115
111	111	115	102	103	102	103	103	103	102	102	102	105	102	205	303	105	205	207	300	300	300	300	300	300	300	300	202	212	202	102	102	102	102	102	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115
102	111	111	102	103	102	103	103	103	115	102	115	102	115	115	102	107	107	107	207	300	300	300	300	300	300	300	215	202	102	115	115	102	102	115	115	115	115	115	111	115	115	115	115	115	115	115	115	115	115	115
115	115	115	103	102	103	103	103	103	102	115	115	115	115	115	115	102	102	102	202	300	300	300	300	215	203	300	302	102	102	115	115	102	102	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115
111	111	111	103	102	102	103	107	103	115	115	115	115	115	115	115	115	115	102	102	202	301	203	203	103	102	203	102	102	102	102	202	202	102	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115
111	111	102	103	102	103	102	107	207	115	115	115	115	115	115	115	115	115	115	102	102	102	102	103	102	103	103	102	102	102	103	102	202	215	115	101	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115
115	111	102	102	102	102	102	115	115	115	115	115	115	115	115	115	115	115	115	115	102	102	102	102	102	102	103	105	105	102	103	102	102	210	102	105	115	115	115	115	102	115	115	115	115	110	110	110	110	115	115
111	111	103	102	102	102	107	115	115	115	115	115	115	115	115	115	115	115	115	115	102	102	102	103	102	102	102	102	102	102	102	101	102	115	110	115	115	115	115	102	102	115	115	115	115	115	115	110	110	110	110
115	102	102	102	102	102	107	115	115	115	115	115	115	115	115	115	115	115	115	115	102	102	102	102	102	102	102	101	105	105	102	102	102	102	115	115	115	115	115	102	115	115	115	115	115	115	110	110	110	110	110
102	102	102	102	102	102	103	115	115	115	115	115	115	115	115	115	115	115	115	115	102	102	102	102	102	102	115	115	115	102	102	102	105	115	115	105	115	115	115	115	115	115	115	115	115	115	115	115	110	110	110
103	102	103	102	103	102	102	115	115	115	115	115	115	115	115	115	115	115	115	115	115	102	102	115	102	115	115	115	115	115	115	105	105	115	115	105	102	115	105	115	115	115	115	115	115	110	110	110	110	110	115
102	107	102	103	103	102	103	115	115	115	115	115	115	115	115	115	115	115	115	115	102	102	102	102	115	115	115	115	115	115	115	115	115	115	105	102	105	105	115	115	115	115	115	110	110	115	115	110	110	110	110
102	107	103	102	115	103	103	115	115	115	115	115	115	115	115	115	115	115	115	115	115	102	102	115	115	115	102	102	115	115	105	115	102	102	102	105	105	105	102	115	115	115	115	110	110	110	115	115	115	110	110
103	103	103	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	102	115	115	115	115	115	102	105	105	110	102	102	102	102	105	115	115	115	115	115	115	115	110	110	110	115	215	115	115	115
102	102	102	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	102	115	115	102	115	115	115	105	102	102	202	102	102	105	105	102	105	115	115	115	115	115	110	110	110	115	115	115	115	115
115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	102	105	102	102	102	102	102	102	105	105	115	115	115	115	115	115	115	115	115	115	115	115	115	115
115	115	115	115	115	115	115	115	114	115	115	115	115	115	115	115	115	115	115	115	102	102	115	115	115	115	115	115	102	102	102	102	102	105	102	105	105	105	105	105	115	115	115	115	115	115	115	115	115	115	115
102	115	115	115	115	115	115	115	115	115	115	115	115	115	115	102	115	115	115	115	101	102	102	115	115	115	115	115	102	102	102	102	102	105	102	105	105	101	105	105	115	115	115	115	115	115	115	102	115	102	115
115	103	115	115	115	115	115	115	115	110	115	115	115	115	115	115	115	115	115	115	115	102	111	115	115	115	115	115	102	102	102	102	102	105	105	105	105	105	105	115	115	115	115	115	115	115	102	102	115	202	215
102	115	115	115	102	115	115	115	115	115	110	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	102	102	102	102	105	105	105	105	105	105	111	105	102	105	115	115	115	105	103	101	115	215	200
115	102	102	102	102	102	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	102	102	102	102	102	105	105	105	102	115	115	115	105	103	101	115	115	115	105	103	101	115	115	215
115	115	103	103	102	102	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	111	115	115	115	115	115	102	102	115	102	102	115	102	105	115	115	115	111	111	105	105	105	105	105	105	103	101	115	115	215
115	115	102	102	103	102	102	115	115	115	115	115	115	115	115	115	115	115	102	115	115	115	115	115	115	115	102	115	115	115	115	115	115	102	115	115	115	115	111	115	115	105	205	105	105	105	203	201	205	115	0
115	102	103	102	103	102	102	102	115	115	115	115	115	115	102	102	115	115	102	115	115	115	115	115	115	115	102	115	115	115	115	115	115	115	115	115	115	115	115	115	115	105	205	105	115	215	203	201	115	105	0
115	115	115	102	103	103	103	103	102	102	115	115	115	102	102	102	115	115	115	102	115	115	115	115	115	102	103	115	115	115	115	115	115	115	115	115	115	115	115	115	115	105	105	205	205	201	0	205	115	115	205
102	115	103	103	103	107	103	103	102	102	115	102	115	102	102	102	102	115	115	115	115	115	115	103	102	103	103	102	102	115	115	115	115	115	115	115	115	115	110	115	115	115	115	215	203	0	0	0	201	101	205
115	115	102	115	115	103	103	103	103	102	115	115	115	111	102	115	102	103	111	110	115	115	115	105	103	103	103	103	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	215	215	0	0	201	201	205
115	115	115	115	115	103	103	102	102	115	115	115	115	111	111	115	110	115	115	115	115	105	115	115	115	115	103	115	115	115	115	115	115	115	115	115	115	115	110	115	115	115	115	115	115	215	215	0	0	205	215
102	115	115	115	115	102	103	103	102	115	115	115	111	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	110	115	115	115	115	115	115	115	215	211	0	0	202	115
115	115	115	115	115	102	103	102	102	102	115	115	106	110	115	115	110	115	110	115	115	103	115	115	115	115	115	115	115	115	115	115	115	115	115	115	110	110	115	115	115	115	115	115	115	115	215	0	0	0	215
115	115	115	115	115	115	103	103	103	115	102	111	102	110	110	115	115	111	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	110	110	115	115	115	115	115	115	115	115	115	0	0	202	205
115	115	115	115	115	102	103	103	115	115	102	111	115	110	115	115	111	115	115	115	115	115	115	111	115	111	115	115	115	115	115	115	115	115	115	110	110	110	110	110	115	115	115	115	115	115	115	215	0	0	0
115	115	115	115	115	115	115	115	115	115	115	115	102	115	115	115	110	110	115	115	111	111	111	115	115	111	115	115	102	115	115	115	115	115	115	110	110	115	115	115	115	115	115	115	115	115	115	215	0	0	0
115	115	103	103	115	115	115	115	115	115	115	110	110	115	115	111	110	110	110	110	115	115	115	115	115	115	115	115	115	115	115	115	115	110	110	115	110	115	115	115	115	115	115	115	115	115	115	215	215	0	0
115	115	103	103	103	115	115	115	115	115	110	110	110	110	110	110	110	110	115	110	115	115	115	115	111	115	115	115	115	115	115	115	115	110	110	110	115	115	115	115	115	115	115	115	115	115	115	215	215	0	0
115	103	102	103	115	115	115	110	110	110	110	110	110	110	102	110	115	115	115	115	115	115	110	115	115	115	115	111	111	115	115	115	115	110	110	110	115	115	115	102	115	115	115	115	115	115	115	215	215	215	200
102	102	103	115	115	115	115	110	110	110	110	110	115	110	102	115	115	115	115	115	115	115	115	111	115	115	111	111	111	111	115	111	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	215	0
201	103	103	115	115	115	115	110	110	110	110	114	110	110	115	115	115	115	115	102	111	115	115	115	115	115	111	111	102	102	111	110	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	215	0
202	103	103	115	115	115	115	115	110	103	103	115	115	115	115	115	115	115	115	115	102	102	102	115	115	115	110	102	102	110	111	111	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	215	0
103	103	103	115	115	115	115	115	115	115	115	115	115	115	114	114	114	115	115	115	115	102	102	102	115	110	110	102	110	110	110	111	111	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	215
103	102	102	102	102	115	115	115	115	115	115	115	115	115	115	114	115	110	110	115	115	115	115	115	115	115	110	110	110	110	110	115	111	110	110	110	115	115	110	115	115	115	115	115	115	115	115	115	115	115	215
