La	Lo	Sig	Theta	Ice
64.891000	169.340000	-4.065100	-18.182000	1
64.876000	169.430000	-1.679200	-18.182000	1
66.230000	149.770000	-6.415600	-17.424000	1
66.229000	149.880000	-4.694400	-17.424000	1
66.229000	149.990000	-4.354000	-17.424000	1
66.228000	150.100000	-6.070800	-17.424000	1
66.228000	150.210000	-5.737900	-17.424000	1
66.227000	150.320000	-5.734200	-17.424000	1
66.227000	150.430000	-5.733900	-17.424000	1
66.226000	150.540000	-6.074000	-17.424000	1
66.225000	150.640000	-6.070200	-17.424000	1
66.224000	150.750000	-5.043300	-17.424000	1
66.223000	150.860000	-5.386900	-17.424000	1
66.222000	150.970000	-5.733500	-17.423000	1
66.221000	151.080000	-5.042900	-17.424000	1
66.220000	151.190000	-3.658800	-17.423000	1
66.218000	151.300000	-5.379200	-17.424000	1
66.217000	151.410000	-6.417200	-17.423000	1
66.216000	151.520000	-6.073200	-17.424000	1
66.214000	151.620000	-6.065800	-17.423000	1
66.212000	151.730000	-5.733000	-17.424000	1
66.179000	149.890000	-6.385600	-16.661000	1
66.178000	149.990000	-6.041600	-16.661000	1
66.178000	150.100000	-6.389000	-16.661000	1
66.177000	150.210000	-5.694700	-16.661000	1
66.177000	150.320000	-5.358300	-16.661000	1
66.176000	150.430000	-5.365700	-16.661000	1
66.175000	150.540000	-5.365500	-16.661000	1
66.174000	150.650000	-6.388400	-16.661000	1
66.173000	150.760000	-5.705400	-16.661000	1
66.172000	150.860000	-6.047900	-16.661000	1
66.171000	150.970000	-5.709100	-16.661000	1
66.170000	151.080000	-4.671000	-16.661000	1
66.169000	151.190000	-5.007300	-16.661000	1
66.168000	151.300000	-4.659600	-16.661000	1
66.166000	151.410000	-6.055100	-16.661000	1
66.165000	151.520000	-5.697400	-16.661000	1
66.163000	151.620000	-7.081900	-16.661000	1
66.162000	151.730000	-5.701100	-16.661000	1
66.160000	151.840000	-7.078500	-16.661000	1
66.028000	150.330000	-4.076900	-14.393000	1
66.027000	150.440000	-5.791000	-14.393000	1
66.026000	150.540000	-5.446800	-14.393000	1
66.026000	150.650000	-5.454200	-14.393000	1
66.025000	150.760000	-3.737500	-14.393000	1
66.024000	150.870000	-4.076200	-14.393000	1
66.023000	150.980000	-5.102700	-14.393000	1
66.021000	151.080000	-5.106300	-14.393000	1
66.020000	151.190000	-5.106400	-14.393000	1
66.019000	151.300000	-6.136500	-14.393000	1
66.017000	151.410000	-6.136500	-14.393000	1
66.016000	151.520000	-5.102300	-14.393000	1
66.014000	151.620000	-5.779000	-14.393000	1
66.013000	151.730000	-5.453800	-14.393000	1
66.011000	151.840000	-4.763700	-14.393000	1
66.009000	151.950000	-6.140300	-14.393000	1
66.007000	152.060000	-2.009500	-14.393000	1
66.005000	152.160000	-3.722200	-14.393000	1
66.003000	152.270000	-4.423800	-14.393000	1
66.001000	152.380000	-5.793800	-14.393000	1
65.999000	152.490000	-5.453900	-14.393000	1
65.997000	152.590000	-4.434700	-14.393000	1
65.995000	152.700000	-7.514600	-14.393000	1
65.992000	152.810000	-6.841600	-14.393000	1
64.776000	168.290000	-2.702300	-14.393000	1
64.762000	168.390000	-4.078500	-14.394000	1
64.748000	168.490000	-4.089700	-14.393000	1
64.735000	168.580000	-4.081900	-14.394000	1
64.721000	168.680000	-3.376600	-14.393000	1
64.707000	168.780000	-0.973460	-14.394000	1
64.693000	168.880000	-6.136800	-14.393000	1
64.679000	168.980000	-7.510800	-14.393000	1
64.665000	169.070000	-6.822600	-14.394000	1
64.651000	169.170000	-6.468400	-14.394000	1
64.636000	169.270000	-4.755100	-14.393000	1
65.981000	148.930000	-7.146000	-13.635000	1
65.981000	149.030000	-6.451700	-13.635000	1
65.981000	149.140000	-5.421100	-13.635000	1
65.981000	149.250000	-6.101200	-13.635000	1
65.981000	149.360000	-7.141500	-13.635000	1
65.981000	149.470000	-4.394100	-13.635000	1
65.981000	149.570000	-7.817800	-13.635000	1
