130.42	130.52	130.62	130.72	130.81	130.91	131.01	131.11	131.21	131.31	131.41	131.51	131.61	131.71	131.81	131.91	132.01	132.11	132.21	132.31	132.41	132.51	132.61	132.71	132.81	132.91	133.01	133.11	133.21	133.31	133.41	133.51	133.62	133.72	133.82	133.92	134.02	134.12	134.23	134.33	134.43	134.53	134.63	134.74	134.84	134.94	135.04	135.15	135.25	135.35	135.46	135.56	135.66	135.77	135.87	135.97	136.08	136.18	136.28	136.39	136.49	136.59	136.7	136.8	136.91	162.92	163.03	163.13	163.24	163.34	163.44	163.55	163.65	163.76	163.86	163.96	164.07	164.17	164.27	164.38	164.48	164.58	164.68	164.79	164.89	164.99	165.1	165.2	165.3	165.4	165.51	165.61	165.71	165.81	165.91	166.01	166.12	166.22	166.32	166.42	166.52	166.62	166.73	166.83	166.93	167.03	167.13	167.23	167.33	167.43	167.53	167.63	167.73	167.83	167.93	168.03	168.13	168.23	168.33	168.43	168.53	168.63	168.73	168.83	168.93	169.02	169.12	169.22	169.32	169.42
130.46	130.56	130.66	130.76	130.86	130.95	131.05	131.15	131.25	131.35	131.45	131.55	131.65	131.75	131.85	131.94	132.04	132.14	132.24	132.34	132.44	132.54	132.64	132.74	132.85	132.95	133.05	133.15	133.25	133.35	133.45	133.55	133.65	133.75	133.85	133.96	134.06	134.16	134.26	134.36	134.46	134.57	134.67	134.77	134.87	134.98	135.08	135.18	135.28	135.39	135.49	135.59	135.69	135.8	135.9	136	136.11	136.21	136.31	136.42	136.52	136.63	136.73	136.83	136.94	162.9	163.01	163.11	163.21	163.32	163.42	163.52	163.63	163.73	163.84	163.94	164.04	164.15	164.25	164.35	164.45	164.56	164.66	164.76	164.87	164.97	165.07	165.17	165.27	165.38	165.48	165.58	165.68	165.78	165.89	165.99	166.09	166.19	166.29	166.39	166.49	166.6	166.7	166.8	166.9	167	167.1	167.2	167.3	167.4	167.5	167.6	167.7	167.8	167.9	168	168.1	168.2	168.3	168.4	168.5	168.6	168.7	168.79	168.89	168.99	169.09	169.19	169.29	169.39
130.5	130.6	130.7	130.8	130.9	130.99	131.09	131.19	131.29	131.39	131.49	131.59	131.69	131.78	131.88	131.98	132.08	132.18	132.28	132.38	132.48	132.58	132.68	132.78	132.88	132.98	133.08	133.18	133.28	133.38	133.49	133.59	133.69	133.79	133.89	133.99	134.09	134.19	134.3	134.4	134.5	134.6	134.7	134.81	134.91	135.01	135.11	135.21	135.32	135.42	135.52	135.62	135.73	135.83	135.93	136.04	136.14	136.24	136.35	136.45	136.55	136.66	136.76	136.86	136.97	162.88	162.98	163.09	163.19	163.3	163.4	163.5	163.61	163.71	163.81	163.92	164.02	164.12	164.22	164.33	164.43	164.53	164.64	164.74	164.84	164.94	165.04	165.15	165.25	165.35	165.45	165.55	165.66	165.76	165.86	165.96	166.06	166.16	166.26	166.37	166.47	166.57	166.67	166.77	166.87	166.97	167.07	167.17	167.27	167.37	167.47	167.57	167.67	167.77	167.87	167.97	168.07	168.17	168.27	168.37	168.47	168.57	168.66	168.76	168.86	168.96	169.06	169.16	169.25	169.35
130.54	130.64	130.74	130.84	130.93	131.03	131.13	131.23	131.33	131.43	131.53	131.62	131.72	131.82	131.92	132.02	132.12	132.22	132.32	132.42	132.52	132.62	132.72	132.82	132.92	133.02	133.12	133.22	133.32	133.42	133.52	133.62	133.72	133.82	133.92	134.03	134.13	134.23	134.33	134.43	134.53	134.63	134.74	134.84	134.94	135.04	135.14	135.25	135.35	135.45	135.55	135.66	135.76	135.86	135.96	136.07	136.17	136.27	136.38	136.48	136.58	136.69	136.79	136.89	137	162.86	162.96	163.07	163.17	163.27	163.38	163.48	163.58	163.69	163.79	163.89	164	164.1	164.2	164.3	164.41	164.51	164.61	164.71	164.82	164.92	165.02	165.12	165.22	165.33	165.43	165.53	165.63	165.73	165.83	165.93	166.04	166.14	166.24	166.34	166.44	166.54	166.64	166.74	166.84	166.94	167.04	167.14	167.24	167.34	167.44	167.54	167.64	167.74	167.84	167.94	168.04	168.14	168.24	168.34	168.44	168.53	168.63	168.73	168.83	168.93	169.03	169.12	169.22	169.32
130.58	130.68	130.78	130.88	130.97	131.07	131.17	131.27	131.37	131.47	131.56	131.66	131.76	131.86	131.96	132.06	132.16	132.26	132.36	132.46	132.56	132.65	132.75	132.85	132.95	133.05	133.15	133.25	133.35	133.46	133.56	133.66	133.76	133.86	133.96	134.06	134.16	134.26	134.36	134.46	134.57	134.67	134.77	134.87	134.97	135.07	135.18	135.28	135.38	135.48	135.58	135.69	135.79	135.89	135.99	136.1	136.2	136.3	136.41	136.51	136.61	136.72	136.82	136.92	137.03	162.84	162.94	163.05	163.15	163.25	163.36	163.46	163.56	163.66	163.77	163.87	163.97	164.08	164.18	164.28	164.38	164.49	164.59	164.69	164.79	164.89	165	165.1	165.2	165.3	165.4	165.5	165.6	165.71	165.81	165.91	166.01	166.11	166.21	166.31	166.41	166.51	166.61	166.71	166.81	166.91	167.01	167.11	167.21	167.31	167.41	167.51	167.61	167.71	167.81	167.91	168.01	168.11	168.21	168.31	168.4	168.5	168.6	168.7	168.8	168.9	168.99	169.09	169.19	169.29
130.62	130.72	130.82	130.91	131.01	131.11	131.21	131.31	131.4	131.5	131.6	131.7	131.8	131.9	132	132.1	132.19	132.29	132.39	132.49	132.59	132.69	132.79	132.89	132.99	133.09	133.19	133.29	133.39	133.49	133.59	133.69	133.79	133.89	133.99	134.09	134.19	134.3	134.4	134.5	134.6	134.7	134.8	134.9	135	135.11	135.21	135.31	135.41	135.51	135.62	135.72	135.82	135.92	136.02	136.13	136.23	136.33	136.44	136.54	136.64	136.74	136.85	136.95	137.05	162.82	162.92	163.02	163.13	163.23	163.33	163.44	163.54	163.64	163.74	163.85	163.95	164.05	164.15	164.26	164.36	164.46	164.56	164.67	164.77	164.87	164.97	165.07	165.17	165.28	165.38	165.48	165.58	165.68	165.78	165.88	165.98	166.08	166.18	166.28	166.39	166.49	166.59	166.69	166.79	166.89	166.99	167.09	167.19	167.28	167.38	167.48	167.58	167.68	167.78	167.88	167.98	168.08	168.18	168.28	168.37	168.47	168.57	168.67	168.77	168.87	168.96	169.06	169.16	169.26
130.66	130.76	130.86	130.95	131.05	131.15	131.25	131.34	131.44	131.54	131.64	131.74	131.84	131.93	132.03	132.13	132.23	132.33	132.43	132.53	132.63	132.73	132.83	132.93	133.02	133.12	133.22	133.32	133.42	133.52	133.62	133.72	133.82	133.93	134.03	134.13	134.23	134.33	134.43	134.53	134.63	134.73	134.83	134.93	135.04	135.14	135.24	135.34	135.44	135.54	135.65	135.75	135.85	135.95	136.05	136.16	136.26	136.36	136.46	136.57	136.67	136.77	136.88	136.98	137.08	162.8	162.9	163	163.11	163.21	163.31	163.41	163.52	163.62	163.72	163.83	163.93	164.03	164.13	164.23	164.34	164.44	164.54	164.64	164.74	164.84	164.95	165.05	165.15	165.25	165.35	165.45	165.55	165.65	165.76	165.86	165.96	166.06	166.16	166.26	166.36	166.46	166.56	166.66	166.76	166.86	166.96	167.06	167.16	167.26	167.36	167.46	167.55	167.65	167.75	167.85	167.95	168.05	168.15	168.25	168.34	168.44	168.54	168.64	168.74	168.83	168.93	169.03	169.13	169.23
130.7	130.8	130.89	130.99	131.09	131.19	131.28	131.38	131.48	131.58	131.68	131.77	131.87	131.97	132.07	132.17	132.27	132.37	132.46	132.56	132.66	132.76	132.86	132.96	133.06	133.16	133.26	133.36	133.46	133.56	133.66	133.76	133.86	133.96	134.06	134.16	134.26	134.36	134.46	134.56	134.66	134.76	134.87	134.97	135.07	135.17	135.27	135.37	135.47	135.57	135.68	135.78	135.88	135.98	136.08	136.19	136.29	136.39	136.49	136.6	136.7	136.8	136.9	137.01	137.11	162.78	162.88	162.98	163.09	163.19	163.29	163.39	163.5	163.6	163.7	163.8	163.9	164.01	164.11	164.21	164.31	164.41	164.52	164.62	164.72	164.82	164.92	165.02	165.12	165.23	165.33	165.43	165.53	165.63	165.73	165.83	165.93	166.03	166.13	166.23	166.33	166.43	166.53	166.63	166.73	166.83	166.93	167.03	167.13	167.23	167.33	167.43	167.53	167.62	167.72	167.82	167.92	168.02	168.12	168.22	168.31	168.41	168.51	168.61	168.71	168.8	168.9	169	169.1	169.19
130.74	130.83	130.93	131.03	131.13	131.22	131.32	131.42	131.52	131.61	131.71	131.81	131.91	132.01	132.11	132.2	132.3	132.4	132.5	132.6	132.7	132.8	132.9	132.99	133.09	133.19	133.29	133.39	133.49	133.59	133.69	133.79	133.89	133.99	134.09	134.19	134.29	134.39	134.49	134.59	134.69	134.8	134.9	135	135.1	135.2	135.3	135.4	135.5	135.61	135.71	135.81	135.91	136.01	136.11	136.22	136.32	136.42	136.52	136.62	136.73	136.83	136.93	137.03	137.14	162.76	162.86	162.96	163.06	163.17	163.27	163.37	163.47	163.58	163.68	163.78	163.88	163.98	164.09	164.19	164.29	164.39	164.49	164.59	164.7	164.8	164.9	165	165.1	165.2	165.3	165.4	165.5	165.6	165.7	165.8	165.9	166	166.1	166.2	166.3	166.4	166.5	166.6	166.7	166.8	166.9	167	167.1	167.2	167.3	167.4	167.5	167.6	167.69	167.79	167.89	167.99	168.09	168.19	168.28	168.38	168.48	168.58	168.68	168.77	168.87	168.97	169.07	169.16
130.77	130.87	130.97	131.07	131.16	131.26	131.36	131.45	131.55	131.65	131.75	131.85	131.94	132.04	132.14	132.24	132.34	132.44	132.53	132.63	132.73	132.83	132.93	133.03	133.13	133.23	133.33	133.43	133.52	133.62	133.72	133.82	133.92	134.02	134.12	134.22	134.32	134.42	134.52	134.63	134.73	134.83	134.93	135.03	135.13	135.23	135.33	135.43	135.53	135.63	135.74	135.84	135.94	136.04	136.14	136.24	136.35	136.45	136.55	136.65	136.75	136.86	136.96	137.06	137.16	162.74	162.84	162.94	163.04	163.15	163.25	163.35	163.45	163.55	163.66	163.76	163.86	163.96	164.06	164.17	164.27	164.37	164.47	164.57	164.67	164.77	164.87	164.97	165.08	165.18	165.28	165.38	165.48	165.58	165.68	165.78	165.88	165.98	166.08	166.18	166.28	166.38	166.48	166.58	166.68	166.78	166.88	166.97	167.07	167.17	167.27	167.37	167.47	167.57	167.67	167.76	167.86	167.96	168.06	168.16	168.25	168.35	168.45	168.55	168.65	168.74	168.84	168.94	169.03	169.13
