-7.5541	-7.9033	-8.2327	-6.8793	-7.2021	-8.2441	-7.9017	-8.2308	-6.8501	-6.5213	-6.8619	-6.1668	-7.229	-7.5555	-6.8519	-6.539	-3.4108	-1.718	-5.4904	-6.864	-7.2285	-6.1979	-6.5223	-6.1669	-6.8865	-7.2021	-7.5539	-7.2029	-6.8664	-6.5405	-7.9263	-7.2122	-5.8478	-7.2125	-6.5224	-7.5696	-8.2413	-7.5512	-7.2164	-7.8935	-6.5401	-5.491	-6.2052	-7.211	-5.5127	-6.5474	-6.5388	-4.8281	-7.5513	-5.8452	-7.2379	-7.238	-6.8643	-6.886	-6.8744	-5.8305	-5.5156	-6.8841	-6.544	-6.2041	-6.2079	-5.8331	-5.8569	-6.5213	-6.8631	-6.2091	-6.8633	-6.8607	-6.203	-6.8835	-6.5211	-5.8312	-5.8311	-7.5525	-5.8577	-5.8317	-6.2085	-5.5057	-6.5196	-7.2105	-6.534	-5.1533	-5.8614	-5.154	-5.1678	-6.1948	-5.8736	-4.1418	-5.1689	-5.5366	-5.5202	-6.2071	-6.2399	-4.523	-5.8726	-6.4884	-5.4595	-5.8001	-7.1787	-4.4626	-4.8032	-4.7701	-5.109	-6.5341	-3.7382	-4.4325	-4.0738	-4.4293	-3.3894	-2.3594	-1.9986	-5.09	-2.3941	-0.6229	0.066966	-0.62332	-0.28732	0.048716	0.40516	0.35737	0.39097	0.35687	-0.63711	0.063921
-6.5918	-6.9336	-7.6281	-7.6287	-7.2847	-7.6289	-7.9481	-6.9315	-6.9392	-7.9491	-6.6141	-7.2873	-7.6279	-7.2843	-7.2844	-7.2846	-7.6252	-5.9081	-4.5065	-7.2582	-6.5994	-6.9575	-7.2875	-6.9338	-6.9552	-6.5941	-6.9382	-7.2818	-7.6466	-6.599	-7.2895	-6.5957	-6.9362	-6.9364	-7.3092	-7.6282	-7.3057	-7.6465	-6.9309	-6.6237	-5.5898	-5.9337	-4.5635	-4.9013	-4.5615	-5.2557	-5.9326	-6.6227	-6.2827	-5.6041	-3.8685	-7.2855	-6.599	-6.2767	-5.9342	-6.2812	-6.281	-5.9487	-6.962	-6.275	-6.2577	-6.2756	-5.5894	-5.9295	-6.2836	-5.2395	-5.5937	-6.6248	-5.5919	-6.6227	-7.3158	-5.9296	-5.242	-6.9745	-5.9465	-6.9609	-5.5891	-5.258	-5.9485	-4.9333	-5.9701	-4.2283	-4.2286	-4.931	-4.5936	-6.301	-4.594	-6.6379	-5.2749	-6.3156	-5.273	-4.5815	-4.5932	-3.2192	-5.2802	-4.2715	-4.2756	-5.3113	-5.9989	-5.9719	-6.0075	-6.0002	-4.9439	-5.3108	-3.5867	-4.6037	-5.2894	-4.6395	-1.8718	-1.8446	-1.1644	-4.2655	-0.82489	-0.11145	0.55091	0.55442	1.948	0.91774	0.57743	1.596	1.5796	0.56538	1.582	1.258
-6.5968	-6.5804	-6.258	-8.9928	-7.2755	-8.6432	-7.9801	-6.9221	-6.2594	-5.9273	-6.6102	-7.2907	-7.9679	-7.6416	-6.6124	-7.2928	-6.2586	-6.9495	-2.8216	-6.262	-6.2673	-6.2675	-6.6143	-6.9371	-7.2989	-6.6152	-6.9352	-6.2665	-6.6131	-6.6095	-4.5251	-5.2019	-7.2985	-6.6257	-7.2951	-8.3438	-7.6284	-7.2997	-6.2575	-6.6091	-5.9305	-6.2708	-6.2624	-5.2408	-5.9352	-5.2453	-6.2758	-5.5732	-4.567	-5.5702	-5.6116	-4.5786	-6.258	-5.9184	-5.2322	-4.1982	-6.2755	-6.6261	-6.272	-6.6227	-6.6142	-5.9203	-4.5561	-7.6549	-5.9181	-5.9344	-6.6126	-6.6253	-6.6093	-5.5688	-6.2594	-6.2595	-6.2873	-5.9236	-4.5394	-4.9143	-5.227	-4.2381	-3.5483	-4.9453	-2.5259	-4.5792	-5.2533	-4.5633	-5.9442	-5.9682	-5.2704	-4.2423	-5.5894	-5.9659	-5.9662	-5.6315	-4.9339	-4.9381	-7.0066	-5.3601	-6.3949	-3.9865	-5.6738	-7.0636	-6.365	-5.6837	-5.3324	-4.9924	-5.0015	-4.6382	-4.3072	-3.9487	-2.2374	-4.6522	-3.5809	-7.073	-5.3019	-0.17871	1.5403	1.5438	1.2411	1.552	1.8856	2.2253	1.8851	2.5786	2.5772	2.2282
-6.4758	-6.8087	-6.4451	-6.105	-6.4518	-7.4763	-7.8269	-6.7997	-5.7593	-5.7595	-5.111	-6.458	-7.8393	-7.1354	-5.7549	-6.119	-6.4519	-4.7252	-5.0755	-4.3827	-5.0871	-6.7944	-6.4446	-5.768	-5.7922	-7.5071	-7.5076	-7.1423	-6.4837	-7.1679	-6.1376	-6.4781	-7.1483	-6.8324	-6.1183	-7.4894	-7.8575	-7.8516	-6.4834	-6.1371	-5.1045	-6.1441	-5.7892	-6.8261	-5.1111	-5.7793	-6.4698	-6.1301	-4.4171	-6.8284	-5.7844	-5.447	-5.4411	-6.8258	-5.4453	-3.7274	-4.0586	-6.1334	-6.1362	-5.78	-5.1073	-5.4477	-5.7843	-4.0639	-5.7886	-6.493	-6.1316	-6.1394	-5.1078	-5.4464	-5.7795	-6.4771	-6.4774	-7.1658	-6.1515	-6.4757	-5.4454	-4.7716	-5.1194	-4.7908	-3.0629	-3.7228	-5.7951	-5.7839	-5.843	-5.4441	-6.4887	-5.1472	-6.8759	-6.1795	-5.8283	-5.8448	-4.7985	-4.4391	-4.1218	-4.7687	-4.7815	-6.5017	-5.1312	-5.1203	-6.4988	-5.1288	-5.4876	-3.399	-3.7493	-3.0645	-2.7249	-0.9895	-2.0088	-1.319	-3.7262	-3.0325	-5.1032	0.7537	2.1198	2.7857	2.813	3.1252	1.7825	3.5052	2.8112	3.1509	2.4783	3.5043
-5.7829	-6.8211	-6.4736	-6.8102	-6.1202	-6.8145	-7.8569	-7.1654	-5.785	-4.4513	-4.7627	-7.1741	-7.5108	-6.8214	-6.1276	-5.7915	-5.4479	-3.7176	-5.4445	-3.3856	-5.8242	-5.4567	-6.8239	-7.1781	-6.8282	-6.4883	-6.4857	-5.0977	-5.7921	-5.7923	-6.4792	-6.487	-6.8214	-6.4875	-6.1338	-7.1747	-7.8529	-7.519	-4.1026	-5.4557	-5.7961	-5.4838	-6.1368	-4.1113	-6.1723	-5.4987	-5.4512	-5.8367	-5.4994	-5.4995	-5.497	-5.4497	-5.4498	-5.8241	-6.8547	-8.2018	-5.7972	-5.8248	-6.8219	-6.8221	-6.132	-5.143	-5.1359	-5.4971	-6.1774	-6.1301	-5.8353	-6.4807	-6.1722	-4.808	-5.4923	-5.4987	-5.8366	-5.4966	-5.8332	-5.1476	-5.8343	-4.8042	-6.5213	-4.8172	-4.8023	-5.8354	-5.8353	-3.4225	-5.4933	-2.4369	-5.8253	-5.8347	-5.5063	-4.4423	-4.1301	-4.4553	-5.4836	-4.4711	-4.8252	-4.8706	-4.5499	-5.5929	-5.9272	-4.2132	-4.5598	-5.9284	-6.6159	-5.9324	-3.1504	-4.8713	-6.9328	-3.1517	-3.1758	-3.8075	-4.5143	-4.8598	-3.8246	1.6911	3.4148	4.7907	3.0742	3.4139	3.4098	3.4096	3.7518	3.7553	3.759	3.0687
-7.0548	-5.9908	-6.6814	-6.6993	-7.0222	-6.6822	-6.3337	-7.373	-7.7282	-4.2883	-5.3176	-7.0386	-7.0213	-5.6685	-5.3025	-7.4062	-4.6289	-3.275	-4.6119	-3.6009	-0.86251	-5.3189	-5.9906	-6.346	-6.3327	-5.6851	-6.3494	-6.3334	-7.024	-5.6537	-7.0246	-5.3041	-6.685	-6.3483	-7.0229	-7.3731	-6.3466	-7.3737	-7.3902	-5.6533	-4.9633	-3.6345	-4.9776	-5.3043	-5.322	-5.3499	-6.3486	-4.6486	-6.3859	-6.3846	-5.9932	-6.0075	-6.0129	-6.721	-6.008	-7.0426	-6.0461	-6.7028	-5.6685	-5.7038	-5.67	-4.6301	-6.3523	-6.3512	-5.3223	-5.3486	-5.6715	-5.3491	-5.3493	-5.0094	-5.703	-5.7046	-5.7049	-5.6973	-6.0116	-5.3477	-6.3846	-5.0156	-4.327	-5.3561	-4.3098	-5.6904	-6.368	-4	-3.9688	-5.682	-5.6998	-5.7	-5.3575	-5.7079	-6.0485	-5.3331	-3.9768	-5.3575	-5.7062	-6.1315	-4.7419	-5.111	-4.0433	-4.7654	-3.364	-5.085	-4.3949	-1.6449	-3.3379	-4.7089	-2.3301	-3.6817	-4.3694	-5.0599	-2.3247	-1.616	-2.6503	2.8575	4.9173	3.887	3.8891	4.5827	4.2424	3.8883	4.241	3.8907	3.8944	4.5804
-6.6409	-6.3148	-6.3144	-6.2984	-5.646	-5.6088	-5.2827	-5.6092	-5.6471	-5.9599	-6.3141	-5.9743	-6.6412	-5.282	-5.9728	-4.932	-4.2397	-6.2993	-6.337	-5.9734	-3.563	-6.3115	-7.0025	-6.6523	-6.6365	-6.6531	-5.9753	-6.6375	-6.6394	-5.269	-5.6209	-6.6516	-6.2955	-6.9862	-7.3266	-6.6792	-6.3129	-6.6533	-6.6372	-5.9996	-6.3108	-4.2403	-5.2648	-5.9714	-5.6052	-6.2959	-6.66	-5.9976	-6.3242	-6.6648	-5.9733	-5.9813	-5.6075	-5.2885	-5.2885	-6.6594	-6.3371	-6.6598	-4.9393	-5.9799	-6.9868	-3.9136	-4.9593	-5.9936	-2.1939	-5.2918	-5.6322	-4.5745	-5.3062	-4.2484	-5.6482	-6.3234	-4.6244	-6.339	-5.6337	-6.3381	-6.3245	-6.0029	-5.3128	-5.6317	-5.6495	-6.3375	-5.305	-4.955	-4.2699	-5.9921	-4.9434	-4.9422	-5.6241	-5.2934	-4.591	-4.9575	-5.6219	-5.6345	-4.9445	-5.9954	-4.6481	-4.3007	-5.6462	-6.3483	-5.6798	-5.3074	-4.6136	-6.3354	-6.007	-5.9924	-4.9549	-6.3495	-7.3665	-4.9649	-3.5835	-4.9567	-2.2201	5.0239	4.6774	4.3362	4.3359	5.0119	4.6777	5.0251	4.675	5.0247	5.3507	5.3643
-4.2623	-7.0075	-5.9911	-5.9774	-6.328	-6.3346	-7.0224	-6.6689	-7.0092	-6.3293	-5.9901	-5.9906	-5.6369	-4.6105	-5.2873	-5.9778	-3.5587	-4.6117	-5.966	-6.3427	-6.3354	-4.5866	-5.9935	-6.6671	-6.999	-5.2872	-4.6111	-6.3197	-4.9354	-6.3201	-6.3204	-5.9705	-7.3652	-5.9711	-6.3215	-5.9686	-6.6729	-5.9692	-6.3157	-5.6294	-5.9921	-5.9662	-6.3343	-5.2941	-5.9846	-5.6784	-5.3287	-6.3693	-5.674	-3.2599	-6.0125	-4.9393	-5.6712	-6.3201	-5.9704	-5.6442	-4.9881	-5.3284	-5.6449	-4.9548	-5.6424	-4.9524	-4.9525	-3.5725	-5.2793	-5.3272	-5.6436	-4.6311	-5.9841	-5.3195	-5.3221	-4.9859	-3.9466	-4.9832	-5.3211	-6.7018	-6.3666	-5.6743	-4.6341	-5.3268	-6.3652	-6.0167	-4.6363	-5.6707	-5.3208	-6.3569	-5.6682	-5.6746	-6.359	-5.6673	-6.0207	-4.6466	-5.3256	-5.3198	-4.6637	-5.2958	-4.9897	-4.2546	-4.5995	-3.9196	-4.6002	-5.9736	-4.9726	-4.9868	-6.3248	-4.64	-4.9528	-6.6623	-6.2989	-3.9047	-1.153	-2.8784	-2.8625	1.959	2.995	4.3409	5.3968	5.7366	5.3963	5.7522	5.0621	6.0918	5.4146	5.4058
-4.1317	-5.8362	-6.1768	-5.8368	-5.487	-5.168	-5.8507	-6.1989	-6.5416	-4.8112	-3.7651	-5.8359	-5.5086	-5.1462	-5.8368	-6.1772	-1.7064	-5.5112	-5.5084	-6.1827	-6.5255	-4.4629	-5.8436	-6.2001	-5.17	-6.8671	-5.4945	-5.1547	-0.0078666	-3.1009	-5.5088	-6.5258	-7.23	-6.8665	-5.5099	-6.2005	-6.5346	-6.875	-6.2011	-4.1245	-6.5355	-5.5115	-5.8771	-5.843	-6.1834	-5.1671	-4.8387	-4.8352	-2.7788	-5.1896	-5.1976	-5.1926	-4.8365	-5.193	-4.8431	-5.8568	-5.4932	-5.4934	-5.1673	-4.8175	-5.8793	-4.4954	-5.532	-5.8584	-5.1686	-4.4962	-5.1689	-4.4966	-5.184	-5.5281	-4.498	-4.4943	-4.1545	-3.8046	-3.8048	-4.5014	-5.1894	-6.2198	-5.8876	-6.228	-5.8912	-4.1647	-3.4809	-4.509	-6.2297	-4.8457	-4.8497	-4.8637	-4.8502	-5.198	-4.8521	-6.9191	-4.1653	-5.89	-4.5097	-4.1987	-6.6113	-5.9389	-6.6309	-4.5544	-4.5418	-4.2022	-4.2163	-5.5734	-5.2475	-3.1774	-5.2439	-4.5592	-5.9363	-2.1444	-1.7909	-2.8038	-4.5245	-4.8825	-4.2027	4.4116	5.4552	6.4849	6.1476	5.7974	6.8373	6.8193	6.8192	6.8228
-5.1674	-5.5209	-4.8311	-5.1576	-5.5081	-5.172	-4.4782	-5.1587	-5.5227	-5.8494	-5.5233	-5.1735	-5.16	-4.4877	-1.027	-1.3634	-5.5082	-5.8347	-4.8184	-5.159	-5.173	-2.4227	-5.8638	-5.8364	-5.8619	-4.4803	-3.7981	-5.5158	-5.5084	-5.5087	-4.4925	-6.2071	-6.2135	-6.5539	-5.8616	-3.8037	-5.1681	-5.8622	-6.5489	-4.8288	-5.1698	-6.2104	-5.5205	-4.4904	-5.1785	-5.8689	-6.2131	-5.1793	-5.8635	-5.5236	-4.506	-5.5366	-5.5276	-5.868	-4.1477	-4.8381	-5.5285	-5.5288	-3.1184	-2.0884	-3.809	-4.4994	-5.1858	-4.8321	-4.4894	-3.8132	-4.1411	-5.5216	-5.5281	-4.8319	-5.5222	-4.8323	-6.2205	-5.863	-6.5473	-5.1794	-5.1673	-4.5117	-5.5423	-5.5425	-5.1925	-6.2054	-5.1652	-5.8834	-6.5738	-5.2074	-4.1773	-4.1714	-4.1716	-4.8726	-4.1827	-5.1993	-4.5256	-4.162	-4.8663	-4.8503	-4.8922	-4.5286	-4.2026	-3.8391	-4.5295	-6.9645	-4.5164	-4.5138	-4.2018	-5.8936	-4.1613	-5.8883	-2.1017	-3.1384	-2.1173	-4.5195	-4.1637	-3.8301	-1.7601	4.0844	7.1865	7.2101	6.8599	7.2097	7.1919	7.5493	7.5491	7.1851
