La	Lo	Sig	Theta	Ice
63.335000	131.990000	-7.429300	-17.425000	1
63.316000	132.080000	-7.436900	-17.425000	1
63.296000	132.170000	-6.406300	-17.425000	1
63.276000	132.260000	-4.001700	-17.425000	1
63.256000	132.340000	-7.787500	-17.425000	1
63.236000	132.430000	-9.158500	-17.425000	1
63.216000	132.520000	-8.481800	-17.425000	1
63.196000	132.600000	-7.437300	-17.425000	1
63.175000	132.690000	-8.825600	-17.425000	1
63.155000	132.780000	-8.128400	-17.426000	1
63.135000	132.860000	-7.788400	-17.425000	1
63.114000	132.950000	-8.826500	-17.426000	1
63.094000	133.030000	-7.094500	-17.425000	1
63.074000	133.120000	-8.475200	-17.425000	1
63.053000	133.210000	-6.396400	-17.426000	1
63.032000	133.290000	-6.743200	-17.425000	1
63.012000	133.380000	-7.083200	-17.425000	1
62.991000	133.460000	-9.510200	-17.425000	1
62.970000	133.550000	-10.195000	-17.425000	1
62.950000	133.630000	-8.475400	-17.425000	1
62.929000	133.720000	-8.483100	-17.425000	1
62.908000	133.800000	-8.132800	-17.425000	1
62.887000	133.890000	-8.816300	-17.425000	1
62.866000	133.970000	-9.163900	-17.425000	1
62.845000	134.060000	-8.125700	-17.425000	1
62.824000	134.140000	-8.129400	-17.425000	1
62.802000	134.230000	-7.774300	-17.425000	1
63.289000	131.950000	-3.954800	-16.662000	1
63.198000	131.860000	-7.204700	-15.148000	1
63.153000	131.810000	-8.189100	-14.394000	1
63.108000	131.770000	-7.806000	-13.637000	1
63.063000	131.730000	-7.669200	-12.877000	1
63.019000	131.680000	-7.328000	-12.117000	1
62.975000	131.640000	-8.313000	-11.364000	1
62.757000	131.430000	-8.494500	-7.579400	1
62.714000	131.390000	-8.522700	-6.825000	1
62.672000	131.350000	-7.260700	-6.070300	1
62.629000	131.300000	-9.507200	-5.315200	1
62.609000	131.390000	-7.786900	-5.315200	1
62.590000	131.480000	-7.787000	-5.315300	1
62.571000	131.560000	-8.477100	-5.315400	1
62.551000	131.650000	-8.123600	-5.315300	1
62.531000	131.730000	-7.783300	-5.315600	1
62.512000	131.820000	-9.157400	-5.315600	1
62.492000	131.900000	-8.127300	-5.315500	1
62.472000	131.990000	-7.783500	-5.315800	1
62.453000	132.070000	-8.817500	-5.315600	1
62.433000	132.160000	-8.477400	-5.315700	1
62.413000	132.240000	-9.157500	-5.316000	1
62.393000	132.320000	-10.188000	-5.315500	1
62.373000	132.410000	-9.157700	-5.315900	1
62.353000	132.490000	-8.127600	-5.315700	1
62.332000	132.580000	-7.094300	-5.315500	1
62.312000	132.660000	-6.064000	-5.315700	1
62.292000	132.750000	-8.474600	-5.315600	1
62.272000	132.830000	-6.064200	-5.315400	1
62.251000	132.910000	-5.724000	-5.315800	1
62.231000	133.000000	-7.444500	-5.315400	1
62.211000	133.080000	-5.724200	-5.315500	1
62.190000	133.160000	-6.404200	-5.315600	1
62.169000	133.250000	-4.004200	-5.315300	1
62.149000	133.330000	-7.784600	-5.315500	1
62.128000	133.410000	-7.788100	-5.315500	1
62.107000	133.490000	-7.784700	-5.315300	1
62.087000	133.580000	-8.814700	-5.315600	1
62.066000	133.660000	-8.478500	-5.315200	1
62.045000	133.740000	-8.124900	-5.315200	1
62.024000	133.820000	-6.754400	-5.315500	1
62.003000	133.910000	-4.007900	-5.315200	1
61.982000	133.990000	-3.310500	-5.315400	1
61.961000	134.070000	-8.478600	-5.315400	1
61.940000	134.150000	-6.408500	-5.315200	1
61.918000	134.230000	-8.125100	-5.315400	1
61.897000	134.320000	-8.128900	-5.315300	1
61.876000	134.400000	-7.098700	-5.315300	1
61.855000	134.480000	-8.479100	-5.315400	1
61.833000	134.560000	-7.099100	-5.315200	1
61.812000	134.640000	-8.129200	-5.315300	1
61.790000	134.720000	-7.793100	-5.315300	1
61.769000	134.800000	-7.449500	-5.315300	1
61.747000	134.880000	-6.759500	-5.315300	1
61.725000	134.960000	-7.100100	-5.315200	1
62.586000	131.260000	-4.821700	-4.560300	1
62.544000	131.220000	-7.162600	-3.804500	1
62.524000	131.310000	-5.789200	-3.804400	1
