121	110	111	110	118	111	111	111	111	111	110	111	110	110	110	111	118	111	118	111	118	118	111	111	111	118	111	111	111	110	121	110	115	111	118	110	111	111	111	111	111	118	111	111	111	111	111	111	121	121	121	121	118	122	121	122	122	122	122	122	122	118	121	121	121	122	122	122	122	121	108	121	121	121	121	118	118	118	118	122	108	118	122	108	121	121	121	121	121	121	108	108	121	121	121	121	121	121	121	118	121	118	121	121	121	118	121	121	121	121	121	121	121	121	118	121	121	121	121	121	121	121	121	118	121	121	121	121	121	121	121	121	121	121
121	110	118	111	111	111	111	121	111	121	110	111	110	110	121	121	121	118	118	118	118	118	111	111	111	111	121	110	111	111	121	115	111	110	118	111	111	111	111	111	111	111	111	111	111	111	121	121	108	108	118	118	122	122	118	118	118	122	122	118	118	122	121	118	118	121	121	122	122	118	122	121	121	121	121	121	118	122	122	118	118	122	122	122	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	118	121	121	121	121	121	121	121	121	121
121	118	118	111	111	111	111	118	121	121	121	111	121	110	121	121	121	111	118	118	118	118	118	110	111	110	121	121	111	111	121	111	112	112	118	118	118	111	111	111	111	111	111	118	118	111	111	121	118	118	118	121	118	108	108	118	122	122	122	118	118	118	118	122	122	122	122	122	122	121	121	121	121	121	118	118	118	121	118	118	118	122	122	122	122	121	121	121	121	121	121	121	121	121	121	121	121	121	108	108	121	121	108	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121
111	118	118	110	115	111	111	118	118	121	121	121	121	111	118	118	121	121	118	111	118	118	121	110	110	110	107	121	121	121	110	110	110	110	110	111	111	118	111	111	111	118	108	111	108	118	118	118	118	118	118	121	121	121	122	122	122	122	122	122	122	118	122	122	118	122	122	122	118	118	121	121	118	121	121	121	118	118	118	121	118	118	121	121	121	121	121	121	121	121	121	121	121	121	121	121	118	121	108	121	121	121	121	121	121	121	118	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121
111	118	115	110	111	111	111	121	118	121	110	111	118	121	118	118	118	118	111	118	118	118	118	110	110	121	121	121	121	121	121	118	111	111	110	111	110	111	111	118	118	111	111	111	121	121	110	118	118	118	121	121	118	118	118	118	118	122	122	118	118	118	122	122	122	118	118	118	121	118	118	118	121	121	118	118	118	121	121	121	118	121	121	121	121	121	121	121	121	121	121	121	121	121	118	121	121	118	121	121	121	121	121	121	121	121	121	118	118	121	121	121	121	121	121	121	121	121	118	121	121	118	121	121	121	115	121	121	121	121	121	118	121	121
111	110	110	110	111	111	111	110	110	110	111	110	121	121	118	121	121	111	111	118	118	118	121	110	111	110	110	121	121	121	121	121	111	111	111	111	111	111	118	118	118	121	111	111	118	121	118	118	121	118	118	118	118	118	118	118	118	118	121	118	122	118	118	122	122	122	122	118	121	121	118	121	121	121	121	121	121	118	118	121	118	121	121	121	121	121	121	121	121	121	121	121	118	118	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	118	118	118	118
111	115	110	110	110	111	111	111	111	111	111	110	110	118	121	110	118	118	118	121	118	118	118	110	111	111	110	110	121	110	107	121	111	111	111	111	111	111	111	111	108	121	121	107	118	108	118	108	118	118	118	118	122	122	118	118	118	121	121	121	121	121	121	118	118	122	122	122	118	118	118	121	108	121	121	121	121	118	118	118	118	121	108	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	118	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	118	118	121	121
111	111	115	111	111	110	110	111	111	111	111	111	111	111	111	111	118	121	121	111	118	111	111	110	111	111	111	111	110	110	121	107	111	111	111	111	111	111	111	110	108	108	118	110	110	118	121	108	121	118	122	122	118	121	121	118	118	118	108	118	118	108	108	121	118	122	122	118	118	122	122	108	121	121	121	121	121	121	121	118	118	118	118	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	118	121	121	121	121	121	121	121	118	118	121	121	121	121	121	121	121	121
111	111	115	110	111	111	111	111	111	111	121	111	111	111	111	111	118	118	111	111	118	118	111	111	111	111	111	111	111	110	110	111	111	111	111	111	111	111	111	110	111	111	118	111	111	110	118	121	121	118	121	118	118	118	108	108	118	108	108	118	118	118	118	118	108	122	122	122	118	108	108	108	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	118	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	115	121	121	118	121	121	121	121	121	121	121	121
111	110	115	111	111	111	111	111	111	110	110	111	111	111	111	108	118	118	111	118	118	111	111	111	111	111	110	110	110	111	111	111	111	111	111	111	111	111	111	111	111	111	118	118	111	118	118	121	121	121	118	118	118	118	121	118	118	118	118	118	118	108	108	108	108	118	122	122	118	118	108	121	108	121	121	121	121	118	118	118	118	118	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	118	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	118	121	121	121	121	118	121	121	121	121
