La	Lo	Sig	Theta	Ice
63.995000	149.540000	-5.404400	-16.662000	1
63.998000	149.640000	-5.765800	-16.662000	1
64.002000	149.740000	-4.066000	-16.662000	1
64.005000	149.840000	-5.096200	-16.662000	1
64.008000	149.940000	-5.092700	-16.662000	1
64.012000	150.040000	-5.432900	-16.662000	1
64.015000	150.140000	-6.100600	-16.662000	1
64.018000	150.240000	-4.752100	-16.662000	1
64.021000	150.330000	-6.827000	-16.662000	1
64.024000	150.430000	-4.039300	-16.662000	1
64.027000	150.530000	-4.403100	-16.662000	1
64.029000	150.630000	-5.417200	-16.662000	1
64.032000	150.730000	-6.812900	-16.662000	1
64.035000	150.830000	-2.687200	-16.662000	1
64.037000	150.930000	-6.099900	-16.662000	1
64.040000	151.030000	-4.736700	-16.662000	1
64.042000	151.130000	-4.752600	-16.662000	1
64.044000	151.230000	-5.755600	-16.663000	1
64.047000	151.330000	-6.095900	-16.662000	1
64.049000	151.430000	-6.449600	-16.662000	1
64.051000	151.530000	-6.445800	-16.663000	1
64.053000	151.630000	-7.479100	-16.662000	1
64.055000	151.730000	-5.440100	-16.662000	1
64.057000	151.830000	-7.129600	-16.662000	1
64.059000	151.930000	-5.755200	-16.662000	1
64.061000	152.030000	-6.445300	-16.662000	1
64.062000	152.140000	-6.094400	-16.662000	1
64.064000	152.240000	-6.812300	-16.663000	1
64.065000	152.340000	-5.074600	-16.663000	1
64.034000	149.230000	-6.058900	-15.904000	1
64.037000	149.330000	-5.003100	-15.904000	1
64.041000	149.430000	-6.373600	-15.904000	1
64.045000	149.530000	-6.033000	-15.904000	1
64.048000	149.630000	-5.706600	-15.904000	1
64.052000	149.730000	-4.312100	-15.904000	1
64.055000	149.830000	-3.621600	-15.904000	1
64.058000	149.930000	-4.330300	-15.904000	1
64.061000	150.030000	-5.366800	-15.904000	1
64.065000	150.130000	-5.360500	-15.904000	1
64.068000	150.230000	-5.026400	-15.904000	1
64.071000	150.330000	-7.419000	-15.904000	1
64.074000	150.430000	-5.316600	-15.904000	1
64.076000	150.530000	-6.006600	-15.904000	1
64.079000	150.630000	-6.364200	-15.904000	1
64.082000	150.730000	-4.652100	-15.904000	1
64.085000	150.830000	-5.001000	-15.904000	1
64.087000	150.930000	-4.656900	-15.904000	1
64.090000	151.030000	-4.643100	-15.904000	1
64.092000	151.130000	-5.340800	-15.904000	1
64.094000	151.230000	-6.006000	-15.904000	1
64.123000	150.420000	-6.372900	-15.148000	1
64.126000	150.520000	-7.371900	-15.148000	1
64.129000	150.620000	-6.705300	-15.148000	1
64.132000	150.720000	-5.651000	-15.148000	1
64.134000	150.820000	-5.991000	-15.148000	1
64.137000	150.920000	-4.292700	-15.148000	1
64.139000	151.020000	-5.635500	-15.148000	1
64.142000	151.120000	-4.605100	-15.148000	1
64.144000	151.220000	-5.295200	-15.148000	1
64.146000	151.320000	-6.682000	-15.148000	1
64.149000	151.420000	-7.696300	-15.148000	1
64.151000	151.520000	-6.665400	-15.148000	1
64.153000	151.620000	-6.362600	-15.148000	1
64.155000	151.720000	-5.309700	-15.148000	1
64.157000	151.830000	-5.672100	-15.148000	1
64.158000	151.930000	-6.665100	-15.148000	1
64.160000	152.030000	-5.998100	-15.148000	1
64.162000	152.130000	-6.336800	-15.148000	1
64.164000	152.230000	-5.633700	-15.148000	1
64.165000	152.330000	-4.617900	-15.149000	1
64.167000	152.430000	-4.619000	-15.148000	1
64.136000	149.310000	-5.536300	-14.394000	1
64.139000	149.410000	-5.203500	-14.394000	1
64.143000	149.510000	-6.590300	-14.394000	1
64.147000	149.610000	-5.210800	-14.394000	1
64.150000	149.710000	-3.146200	-14.394000	1
64.153000	149.810000	-4.172500	-14.394000	1
64.157000	149.910000	-4.494800	-14.394000	1
64.160000	150.010000	-5.203800	-14.394000	1
64.163000	150.110000	-6.240400	-14.394000	1
64.166000	150.210000	-5.211000	-14.394000	1
64.169000	150.310000	-5.553500	-14.394000	1
64.172000	150.410000	-6.239900	-14.394000	1
64.175000	150.510000	-4.184100	-14.394000	1
64.178000	150.610000	-5.900800	-14.394000	1
64.181000	150.710000	-6.239500	-14.394000	1
64.183000	150.810000	-5.205300	-14.394000	1
64.186000	150.920000	-4.511200	-14.394000	1
64.188000	151.020000	-5.530400	-14.394000	1
64.191000	151.120000	-5.870200	-14.394000	1
64.193000	151.220000	-6.564200	-14.394000	1
64.195000	151.320000	-6.231400	-14.394000	1
64.198000	151.420000	-5.891300	-14.394000	1
64.200000	151.520000	-6.581400	-14.394000	1
64.202000	151.620000	-5.179500	-14.394000	1
64.204000	151.720000	-5.533400	-14.394000	1
64.206000	151.820000	-5.179100	-14.394000	1
64.208000	151.920000	-5.554200	-14.394000	1
64.209000	152.020000	-5.872700	-14.394000	1
64.211000	152.120000	-5.868700	-14.394000	1
64.213000	152.220000	-5.532000	-14.394000	1
64.214000	152.320000	-4.847100	-14.394000	1
64.216000	152.420000	-5.874500	-14.394000	1
64.217000	152.530000	-5.184100	-14.394000	1
64.218000	152.630000	-5.536600	-14.394000	1
64.220000	152.730000	-5.204900	-14.394000	1
64.221000	152.830000	-6.231300	-14.394000	1
64.222000	152.930000	-6.596300	-14.394000	1
64.199000	149.700000	-3.775400	-13.636000	1
64.202000	149.800000	-4.147800	-13.636000	1
64.206000	149.900000	-5.870700	-13.637000	1
64.209000	150.000000	-3.796100	-13.636000	1
64.212000	150.100000	-3.113200	-13.637000	1
64.215000	150.200000	-4.492200	-13.637000	1
64.218000	150.310000	-2.079100	-13.637000	1
64.221000	150.410000	-0.698800	-13.637000	1
64.224000	150.510000	-3.455300	-13.637000	1
64.227000	150.610000	-6.904000	-13.637000	1
64.230000	150.710000	-6.213500	-13.637000	1
64.232000	150.810000	-4.485400	-13.637000	1
64.235000	150.910000	-4.485300	-13.637000	1
64.237000	151.010000	-5.521700	-13.637000	1
64.240000	151.110000	-4.803900	-13.637000	1
64.242000	151.210000	-4.463600	-13.637000	1
64.244000	151.310000	-3.449500	-13.637000	1
64.247000	151.410000	-7.921100	-13.637000	1
64.249000	151.510000	-6.895600	-13.637000	1
64.251000	151.610000	-5.514800	-13.637000	1
64.253000	151.720000	-4.129000	-13.637000	1
64.255000	151.820000	-5.509300	-13.637000	1
64.257000	151.920000	-3.788600	-13.636000	1
64.258000	152.020000	-6.185200	-13.637000	1
64.260000	152.120000	-5.844900	-13.637000	1
64.262000	152.220000	-6.525000	-13.637000	1
64.263000	152.320000	-3.433600	-13.637000	1
64.265000	152.420000	-4.127400	-13.637000	1
64.266000	152.520000	-6.195400	-13.637000	1
64.267000	152.620000	-6.195100	-13.637000	1
64.269000	152.720000	-5.857100	-13.637000	1
64.270000	152.830000	-5.171600	-13.637000	1
64.271000	152.930000	-3.454700	-13.637000	1
64.513000	150.470000	-1.300500	-9.092200	1
64.515000	150.570000	-1.640400	-9.092300	1
64.518000	150.670000	-1.623900	-9.092400	1
64.521000	150.770000	-1.283800	-9.092300	1
64.523000	150.870000	-2.653800	-9.092200	1
64.526000	150.980000	-1.299700	-9.092200	1
64.528000	151.080000	-2.313400	-9.092300	1
64.531000	151.180000	-3.359500	-9.092400	1
64.533000	151.280000	-2.645600	-9.092300	1
64.535000	151.380000	-2.329100	-9.092300	1
64.538000	151.490000	0.081319	-9.092400	1
64.540000	151.590000	-1.274900	-9.092200	1
64.542000	151.690000	-4.032500	-9.092200	1
64.557000	150.360000	-3.021900	-8.336000	1
64.560000	150.460000	-2.334200	-8.335900	1
64.563000	150.560000	-1.646500	-8.336000	1
64.565000	150.670000	-2.333800	-8.336100	1
64.568000	150.770000	-1.653700	-8.336000	1
64.571000	150.870000	-2.683600	-8.335900	1
64.573000	150.970000	-3.017200	-8.335900	1
64.576000	151.070000	-0.963070	-8.336000	1
64.578000	151.180000	-2.683000	-8.336100	1
64.580000	151.280000	-0.618980	-8.335900	1
64.583000	151.380000	-2.332700	-8.336000	1
64.585000	151.480000	-2.332500	-8.336100	1
64.587000	151.580000	-2.338600	-8.335900	1
64.589000	151.690000	-5.425000	-8.335900	1
64.591000	151.790000	-3.014300	-8.335900	1
64.607000	150.460000	-2.657000	-7.579300	1
64.610000	150.560000	-2.293000	-7.579300	1
64.613000	150.660000	-2.632800	-7.579400	1
64.615000	150.760000	-2.982700	-7.579300	1
64.618000	150.860000	-2.292500	-7.579300	1
64.620000	150.970000	-1.602300	-7.579200	1
