La	Lo	Sig	Theta	Ice
47.200000	142.000000	-1.592500	-18.175000	1
47.166000	142.040000	-2.269100	-18.175000	1
47.131000	142.080000	-5.710600	-18.175000	1
47.096000	142.120000	-6.410200	-18.175000	1
47.061000	142.160000	-6.070200	-18.175000	1
47.027000	142.200000	-5.407500	-18.175000	1
46.992000	142.240000	-4.366100	-18.175000	1
46.957000	142.280000	-5.030700	-18.175000	1
46.922000	142.320000	-4.673900	-18.175000	1
46.887000	142.360000	-5.382300	-18.175000	1
46.852000	142.400000	-6.400600	-18.175000	1
46.817000	142.430000	-5.710500	-18.175000	1
46.782000	142.470000	-3.649900	-18.175000	1
46.747000	142.510000	-5.366200	-18.175000	1
46.712000	142.550000	-4.357100	-18.175000	1
46.678000	142.590000	-1.930500	-18.174000	1
46.643000	142.630000	-2.287200	-18.175000	1
46.608000	142.670000	-3.301700	-18.174000	1
46.573000	142.710000	-4.016000	-18.174000	1
46.538000	142.750000	-5.373100	-18.174000	1
46.502000	142.780000	-6.072500	-18.174000	1
46.467000	142.820000	-5.393700	-18.174000	1
46.432000	142.860000	-4.356200	-18.174000	1
46.397000	142.900000	-3.989200	-18.174000	1
46.362000	142.940000	-3.658200	-18.174000	1
46.327000	142.980000	-2.627100	-18.174000	1
46.292000	143.020000	-3.651500	-18.174000	1
46.257000	143.050000	-2.961400	-18.174000	1
46.221000	143.090000	-2.287900	-18.174000	1
46.186000	143.130000	-2.612100	-18.174000	1
46.151000	143.170000	-2.296000	-18.174000	1
46.116000	143.210000	-2.292100	-18.174000	1
46.081000	143.240000	-2.284900	-18.174000	1
46.045000	143.280000	-1.952600	-18.174000	1
46.010000	143.320000	-2.609400	-18.174000	1
45.975000	143.360000	-5.392000	-18.174000	1
45.939000	143.400000	-6.437000	-18.174000	1
45.904000	143.430000	-7.116100	-18.174000	1
45.869000	143.470000	-6.418800	-18.174000	1
45.833000	143.510000	-6.767000	-18.174000	1
45.798000	143.550000	-7.823000	-18.174000	1
45.763000	143.580000	-6.760100	-18.174000	1
45.727000	143.620000	-7.106800	-18.174000	1
45.692000	143.660000	-6.067200	-18.174000	1
45.656000	143.700000	-6.067500	-18.174000	1
45.621000	143.730000	-6.408000	-18.174000	1
45.586000	143.770000	-6.408300	-18.174000	1
45.550000	143.810000	-7.115400	-18.174000	1
45.515000	143.850000	-7.099300	-18.174000	1
45.479000	143.880000	-6.763100	-18.174000	1
45.444000	143.920000	-6.426000	-18.174000	1
45.408000	143.960000	-8.838300	-18.174000	1
45.373000	143.990000	-7.791700	-18.174000	1
45.337000	144.030000	-6.411000	-18.174000	1
45.301000	144.070000	-5.376800	-18.174000	1
45.266000	144.100000	-6.764300	-18.173000	1
45.230000	144.140000	-7.098900	-18.174000	1
45.195000	144.180000	-6.061900	-18.174000	1
45.159000	144.210000	-5.686100	-18.173000	1
45.123000	144.250000	-7.056000	-18.174000	1
45.088000	144.290000	-6.377100	-18.173000	1
45.052000	144.320000	-6.051200	-18.173000	1
45.016000	144.360000	-6.037700	-18.173000	1
44.981000	144.400000	-7.759100	-18.173000	1
44.945000	144.430000	-7.409200	-18.173000	1
44.909000	144.470000	-7.398100	-18.173000	1
44.873000	144.510000	-6.065300	-18.173000	1
44.838000	144.540000	-6.053200	-18.173000	1
44.802000	144.580000	-6.716300	-18.173000	1
44.766000	144.610000	-6.376700	-18.173000	1
44.730000	144.650000	-6.717300	-18.173000	1
44.694000	144.690000	-7.056800	-18.173000	1
44.659000	144.720000	-4.324700	-18.173000	1
44.623000	144.760000	-5.024200	-18.173000	1
44.587000	144.790000	-5.688900	-18.173000	1
44.551000	144.830000	-6.402200	-18.173000	1
44.515000	144.870000	-6.393900	-18.173000	1
44.479000	144.900000	-7.078500	-18.173000	1
44.443000	144.940000	-5.698000	-18.173000	1
47.302000	141.980000	-1.369700	-17.418000	1
47.268000	142.020000	-2.400100	-17.417000	1
47.233000	142.060000	-5.151200	-17.418000	1
47.198000	142.100000	-7.237000	-17.417000	1
47.163000	142.140000	-5.880200	-17.417000	1
47.129000	142.180000	-4.153600	-17.418000	1
47.094000	142.220000	-4.502700	-17.417000	1
47.059000	142.260000	-4.839500	-17.417000	1
47.024000	142.290000	-3.820500	-17.417000	1
46.989000	142.330000	-5.874300	-17.417000	1
46.954000	142.370000	-5.191800	-17.417000	1
46.919000	142.410000	-5.535800	-17.417000	1
46.884000	142.450000	-6.549400	-17.417000	1
46.850000	142.490000	-4.512300	-17.417000	1
46.815000	142.530000	-5.879500	-17.417000	1
46.780000	142.570000	-5.874900	-17.417000	1
46.745000	142.610000	-6.222900	-17.417000	1
46.710000	142.650000	-0.707530	-17.417000	1
46.675000	142.690000	-2.075600	-17.417000	1
46.640000	142.720000	-3.796500	-17.417000	1
46.605000	142.760000	-5.183800	-17.417000	1
46.570000	142.800000	-4.843800	-17.417000	1
46.534000	142.840000	-7.929800	-17.417000	1
46.499000	142.880000	-5.536400	-17.417000	1
46.464000	142.920000	-3.816200	-17.417000	1
46.429000	142.960000	-3.108900	-17.417000	1
46.394000	142.990000	-1.402400	-17.417000	1
46.359000	143.030000	-1.080100	-17.417000	1
