La	Lo	Sig	Theta	Ice
51.876000	141.710000	-5.723400	-18.172000	1
51.908000	141.760000	-7.811300	-18.172000	1
51.940000	141.810000	-6.422600	-18.172000	1
51.972000	141.860000	-7.440500	-18.172000	1
52.004000	141.910000	-6.426100	-18.171000	1
52.036000	141.960000	-6.749700	-18.172000	1
52.068000	142.000000	-6.409400	-18.171000	1
52.099000	142.050000	-5.731300	-18.171000	1
52.131000	142.100000	-6.068600	-18.171000	1
52.163000	142.150000	-5.394400	-18.171000	1
52.195000	142.200000	-6.424800	-18.170000	1
52.227000	142.250000	-6.080400	-18.171000	1
52.258000	142.300000	-6.408100	-18.171000	1
52.290000	142.350000	-7.101900	-18.171000	1
52.322000	142.400000	-7.100300	-18.171000	1
52.353000	142.450000	-5.736800	-18.171000	1
52.385000	142.500000	-5.392800	-18.171000	1
52.416000	142.550000	-6.750000	-18.172000	1
52.448000	142.600000	-6.409600	-18.171000	1
52.479000	142.650000	-6.059900	-18.171000	1
52.511000	142.700000	-7.789500	-18.172000	1
52.542000	142.750000	-7.787700	-18.171000	1
52.574000	142.800000	-7.113800	-18.172000	1
52.605000	142.850000	-6.745900	-18.172000	1
52.637000	142.900000	-6.426400	-18.172000	1
52.668000	142.960000	-6.407800	-18.173000	1
52.699000	143.010000	-6.761700	-18.173000	1
52.731000	143.060000	-6.765100	-18.173000	1
52.762000	143.110000	-7.437600	-18.173000	1
52.793000	143.160000	-7.433700	-18.173000	1
52.825000	143.210000	-7.437000	-18.173000	1
52.856000	143.260000	-9.158100	-18.174000	1
52.887000	143.310000	-8.469500	-18.174000	1
52.918000	143.360000	-6.064900	-18.174000	1
52.949000	143.420000	-6.064700	-18.174000	1
52.980000	143.470000	-7.439100	-18.174000	1
53.012000	143.520000	-7.095000	-18.174000	1
53.043000	143.570000	-6.748300	-18.175000	1
53.074000	143.620000	-7.090700	-18.175000	1
53.105000	143.670000	-7.097900	-18.175000	1
53.136000	143.730000	-8.128700	-18.175000	1
53.167000	143.780000	-7.090100	-18.176000	1
53.198000	143.830000	-6.059400	-18.175000	1
53.229000	143.880000	-5.368800	-18.175000	1
53.259000	143.930000	-6.424000	-18.176000	1
53.290000	143.990000	-6.409100	-18.176000	1
53.321000	144.040000	-6.410300	-18.175000	1
53.352000	144.090000	-10.543000	-18.176000	1
53.383000	144.140000	-8.782100	-18.176000	1
53.414000	144.200000	-6.745200	-18.176000	1
53.444000	144.250000	-7.094700	-18.176000	1
