La	Lo	Sig	Theta	Ice
64.022000	149.330000	-4.818900	-17.425000	1
64.023000	149.430000	-5.495800	-17.425000	1
64.024000	149.530000	-5.502500	-17.425000	1
64.025000	149.630000	-5.507500	-17.425000	1
64.026000	149.730000	-3.431800	-17.425000	1
64.027000	149.830000	-2.753000	-17.425000	1
64.028000	149.930000	-5.172600	-17.425000	1
64.028000	150.030000	-5.172600	-17.425000	1
64.029000	150.130000	-6.213100	-17.425000	1
64.029000	150.230000	-3.437000	-17.425000	1
64.030000	150.330000	-3.798400	-17.425000	1
64.030000	150.430000	-3.448000	-17.425000	1
64.030000	150.530000	-5.502700	-17.425000	1
64.031000	150.630000	-5.836700	-17.425000	1
64.031000	150.730000	-6.545400	-17.425000	1
64.031000	150.830000	-2.417200	-17.425000	1
64.031000	150.930000	-5.152100	-17.425000	1
64.031000	151.030000	-6.199900	-17.425000	1
64.030000	151.130000	-3.788700	-17.425000	1
64.030000	151.230000	-5.490700	-17.425000	1
64.072000	149.220000	-6.100000	-16.662000	1
64.073000	149.320000	-4.753500	-16.662000	1
64.074000	149.430000	-6.450900	-16.662000	1
64.075000	149.530000	-6.113500	-16.662000	1
64.076000	149.630000	-1.982000	-16.662000	1
64.077000	149.730000	-6.466400	-16.662000	1
64.078000	149.830000	-5.426000	-16.662000	1
64.078000	149.930000	-5.083500	-16.662000	1
64.079000	150.030000	-4.754700	-16.662000	1
64.080000	150.130000	-4.067700	-16.662000	1
64.080000	150.230000	-3.721400	-16.662000	1
64.080000	150.330000	-5.793400	-16.662000	1
64.081000	150.430000	-5.791900	-16.662000	1
64.081000	150.530000	-7.156500	-16.662000	1
64.081000	150.630000	-5.780700	-16.662000	1
64.081000	150.730000	-2.678100	-16.662000	1
64.081000	150.830000	-4.067200	-16.662000	1
64.081000	150.930000	-5.764200	-16.662000	1
64.081000	151.030000	-5.752700	-16.662000	1
64.081000	151.130000	-5.089700	-16.662000	1
64.081000	151.230000	-6.127700	-16.662000	1
64.081000	151.330000	-6.794000	-16.662000	1
64.080000	151.430000	-6.092200	-16.662000	1
64.080000	151.530000	-6.793700	-16.662000	1
64.079000	151.630000	-5.762700	-16.662000	1
64.078000	151.730000	-4.382000	-16.662000	1
64.078000	151.830000	-4.057600	-16.662000	1
64.077000	151.930000	-7.482700	-16.662000	1
64.076000	152.030000	-6.468000	-16.662000	1
64.075000	152.130000	-6.093800	-16.662000	1
64.074000	152.230000	-5.777200	-16.662000	1
64.073000	152.330000	-4.379800	-16.662000	1
64.072000	152.430000	-6.450500	-16.662000	1
64.131000	150.830000	-5.339300	-15.904000	1
64.131000	150.930000	-4.313800	-15.904000	1
64.131000	151.030000	-5.330300	-15.904000	1
64.131000	151.130000	-6.020800	-15.904000	1
64.131000	151.230000	-7.051300	-15.904000	1
64.131000	151.330000	-6.366800	-15.904000	1
64.130000	151.430000	-7.058100	-15.904000	1
64.130000	151.530000	-7.397100	-15.904000	1
64.129000	151.630000	-5.343200	-15.904000	1
64.129000	151.730000	-5.682900	-15.904000	1
64.128000	151.830000	-6.366700	-15.904000	1
64.127000	151.930000	-6.715300	-15.904000	1
64.126000	152.030000	-5.334300	-15.904000	1
64.125000	152.130000	-5.335300	-15.904000	1
64.124000	152.240000	-5.674800	-15.904000	1
64.123000	152.340000	-5.681000	-15.904000	1
64.122000	152.440000	-6.716100	-15.904000	1
64.121000	152.540000	-7.395300	-15.904000	1
64.120000	152.640000	-7.054800	-15.904000	1
64.118000	152.740000	-3.975300	-15.904000	1
63.814000	160.100000	-5.007500	-15.904000	1
