La	Lo	Sig	Theta	Ice
63.978000	149.290000	-4.977700	-18.182000	1
63.979000	149.390000	-6.017600	-18.182000	1
63.979000	149.490000	-5.337900	-18.182000	1
63.979000	149.590000	-4.976600	-18.182000	1
63.980000	149.690000	-5.662900	-18.182000	1
63.980000	149.790000	-5.673500	-18.182000	1
63.980000	149.890000	-7.072800	-18.182000	1
63.980000	149.990000	-5.339100	-18.182000	1
63.980000	150.090000	-5.699000	-18.182000	1
63.980000	150.190000	-5.001100	-18.182000	1
63.980000	150.290000	-0.188360	-18.182000	1
63.980000	150.390000	-3.267700	-18.182000	1
63.979000	150.490000	-3.615200	-18.182000	1
63.979000	150.590000	-5.664900	-18.182000	1
63.978000	150.690000	-6.025800	-18.182000	1
63.978000	150.790000	-6.377100	-18.182000	1
63.977000	150.890000	-3.278000	-18.182000	1
63.977000	150.990000	-3.591900	-18.182000	1
63.976000	151.090000	-5.326000	-18.182000	1
63.975000	151.190000	-5.334200	-18.182000	1
63.974000	151.290000	-5.330400	-18.182000	1
63.973000	151.390000	-1.545300	-18.182000	1
63.972000	151.490000	-4.979800	-18.182000	1
64.028000	149.190000	-5.518500	-17.424000	1
64.029000	149.290000	-5.860900	-17.424000	1
64.029000	149.390000	-5.846500	-17.425000	1
64.030000	149.490000	-6.196500	-17.424000	1
64.030000	149.590000	-6.547700	-17.425000	1
64.030000	149.690000	-4.493500	-17.424000	1
64.031000	149.790000	-1.391300	-17.424000	1
64.031000	149.890000	-3.784100	-17.425000	1
64.031000	149.990000	-5.530700	-17.424000	1
64.031000	150.090000	-4.492600	-17.424000	1
64.031000	150.190000	-4.138100	-17.425000	1
64.031000	150.290000	-4.145500	-17.424000	1
64.030000	150.390000	-4.839100	-17.425000	1
64.030000	150.490000	-2.065900	-17.424000	1
64.030000	150.590000	-6.197300	-17.424000	1
64.029000	150.690000	-6.902500	-17.425000	1
64.029000	150.790000	-2.771500	-17.424000	1
64.028000	150.890000	-4.822200	-17.424000	1
64.027000	150.990000	-6.199000	-17.425000	1
64.027000	151.090000	-4.150000	-17.424000	1
64.026000	151.190000	-4.821500	-17.425000	1
64.129000	150.790000	-5.362000	-15.904000	1
64.129000	150.890000	-5.685500	-15.904000	1
64.128000	150.990000	-6.375600	-15.904000	1
64.127000	151.100000	-5.691300	-15.904000	1
64.127000	151.200000	-6.034900	-15.904000	1
64.126000	151.300000	-6.748800	-15.904000	1
64.125000	151.400000	-7.064900	-15.904000	1
